coordinate_id,constructor,ordered_operands,first_rejecting_class,rejection_reason,value_min,value_max,denominator_category,signal_families
LEVEL_OVER_RATE(pinj_21l|ece12),C8,pinj_21l|ece12,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21l|ece13),C8,pinj_21l|ece13,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21l|ece14),C8,pinj_21l|ece14,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21l|ece15),C8,pinj_21l|ece15,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21l|ece16),C8,pinj_21l|ece16,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21l|ece18),C8,pinj_21l|ece18,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21l|ece19),C8,pinj_21l|ece19,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21l|ece20),C8,pinj_21l|ece20,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21l|ece21),C8,pinj_21l|ece21,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21l|ece22),C8,pinj_21l|ece22,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21l|ece25),C8,pinj_21l|ece25,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21l|ece27),C8,pinj_21l|ece27,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21l|ece28),C8,pinj_21l|ece28,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21l|ece29),C8,pinj_21l|ece29,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21l|ece30),C8,pinj_21l|ece30,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21l|ece31),C8,pinj_21l|ece31,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21l|ece33),C8,pinj_21l|ece33,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21l|ece35),C8,pinj_21l|ece35,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21l|ece36),C8,pinj_21l|ece36,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21l|ece37),C8,pinj_21l|ece37,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21l|ece38),C8,pinj_21l|ece38,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21l|ece39),C8,pinj_21l|ece39,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21l|cerqrott3),C8,pinj_21l|cerqrott3,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|neutral_beams
LEVEL_OVER_RATE(pinj_21l|cerqrott6),C8,pinj_21l|cerqrott6,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|neutral_beams
LEVEL_OVER_RATE(pinj_21l|cerqrott8),C8,pinj_21l|cerqrott8,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|neutral_beams
LEVEL_OVER_RATE(pinj_21l|cerqrott10),C8,pinj_21l|cerqrott10,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|neutral_beams
LEVEL_OVER_RATE(pinj_21l|cerqrott11),C8,pinj_21l|cerqrott11,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|neutral_beams
LEVEL_OVER_RATE(pinj_21l|cerqrott12),C8,pinj_21l|cerqrott12,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|neutral_beams
LEVEL_OVER_RATE(pinj_21l|cerqrott13),C8,pinj_21l|cerqrott13,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|neutral_beams
LEVEL_OVER_RATE(pinj_21l|cerqtit3),C8,pinj_21l|cerqtit3,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|neutral_beams
LEVEL_OVER_RATE(pinj_21l|cerqtit6),C8,pinj_21l|cerqtit6,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|neutral_beams
LEVEL_OVER_RATE(pinj_21l|cerqtit8),C8,pinj_21l|cerqtit8,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|neutral_beams
LEVEL_OVER_RATE(pinj_21l|cerqtit10),C8,pinj_21l|cerqtit10,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|neutral_beams
LEVEL_OVER_RATE(pinj_21l|cerqtit11),C8,pinj_21l|cerqtit11,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|neutral_beams
LEVEL_OVER_RATE(pinj_21l|cerqtit12),C8,pinj_21l|cerqtit12,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|neutral_beams
LEVEL_OVER_RATE(pinj_21l|cerqtit13),C8,pinj_21l|cerqtit13,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|neutral_beams
LEVEL_OVER_RATE(pinj_21r|bt),C8,pinj_21r|bt,E,E_DENOM_SIGN_CHANGE,,,rate,magnetics|neutral_beams
LEVEL_OVER_RATE(pinj_21r|ip),C8,pinj_21r|ip,E,E_DENOM_SIGN_CHANGE,,,rate,magnetics|neutral_beams
LEVEL_OVER_RATE(pinj_21r|gasa),C8,pinj_21r|gasa,E,E_DENOM_SIGN_CHANGE,,,rate,gas_injection|neutral_beams
LEVEL_OVER_RATE(pinj_21r|gasb),C8,pinj_21r|gasb,E,E_DENOM_SIGN_CHANGE,,,rate,gas_injection|neutral_beams
LEVEL_OVER_RATE(pinj_21r|gasc),C8,pinj_21r|gasc,E,E_DENOM_SIGN_CHANGE,,,rate,gas_injection|neutral_beams
LEVEL_OVER_RATE(pinj_21r|gasd),C8,pinj_21r|gasd,E,E_DENOM_SIGN_CHANGE,,,rate,gas_injection|neutral_beams
LEVEL_OVER_RATE(pinj_21r|pinj),C8,pinj_21r|pinj,E,E_DENOM_SIGN_CHANGE,,,rate,neutral_beams
LEVEL_OVER_RATE(pinj_21r|pinj_15l),C8,pinj_21r|pinj_15l,E,E_DENOM_SIGN_CHANGE,,,rate,neutral_beams
LEVEL_OVER_RATE(pinj_21r|pinj_15r),C8,pinj_21r|pinj_15r,E,E_DENOM_SIGN_CHANGE,,,rate,neutral_beams
LEVEL_OVER_RATE(pinj_21r|pinj_21l),C8,pinj_21r|pinj_21l,E,E_DENOM_RMS_ZERO,,,rate,neutral_beams
LEVEL_OVER_RATE(pinj_21r|pinj_21r),C8,pinj_21r|pinj_21r,E,E_DENOM_RMS_ZERO,,,rate,neutral_beams
LEVEL_OVER_RATE(pinj_21r|pinj_30l),C8,pinj_21r|pinj_30l,E,E_DENOM_SIGN_CHANGE,,,rate,neutral_beams
LEVEL_OVER_RATE(pinj_21r|pinj_30r),C8,pinj_21r|pinj_30r,E,E_DENOM_SIGN_CHANGE,,,rate,neutral_beams
LEVEL_OVER_RATE(pinj_21r|pinj_33l),C8,pinj_21r|pinj_33l,E,E_DENOM_SIGN_CHANGE,,,rate,neutral_beams
LEVEL_OVER_RATE(pinj_21r|pinj_33r),C8,pinj_21r|pinj_33r,E,E_DENOM_SIGN_CHANGE,,,rate,neutral_beams
LEVEL_OVER_RATE(pinj_21r|tinj),C8,pinj_21r|tinj,E,E_DENOM_SIGN_CHANGE,,,rate,neutral_beams
LEVEL_OVER_RATE(pinj_21r|ece1),C8,pinj_21r|ece1,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21r|ece2),C8,pinj_21r|ece2,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21r|ece3),C8,pinj_21r|ece3,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21r|ece4),C8,pinj_21r|ece4,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21r|ece5),C8,pinj_21r|ece5,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21r|ece6),C8,pinj_21r|ece6,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21r|ece7),C8,pinj_21r|ece7,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21r|ece8),C8,pinj_21r|ece8,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21r|ece9),C8,pinj_21r|ece9,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21r|ece10),C8,pinj_21r|ece10,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21r|ece11),C8,pinj_21r|ece11,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21r|ece12),C8,pinj_21r|ece12,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21r|ece13),C8,pinj_21r|ece13,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21r|ece14),C8,pinj_21r|ece14,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21r|ece15),C8,pinj_21r|ece15,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21r|ece16),C8,pinj_21r|ece16,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21r|ece18),C8,pinj_21r|ece18,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21r|ece19),C8,pinj_21r|ece19,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21r|ece20),C8,pinj_21r|ece20,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21r|ece21),C8,pinj_21r|ece21,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21r|ece22),C8,pinj_21r|ece22,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21r|ece25),C8,pinj_21r|ece25,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21r|ece27),C8,pinj_21r|ece27,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21r|ece28),C8,pinj_21r|ece28,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21r|ece29),C8,pinj_21r|ece29,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21r|ece30),C8,pinj_21r|ece30,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21r|ece31),C8,pinj_21r|ece31,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21r|ece33),C8,pinj_21r|ece33,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21r|ece35),C8,pinj_21r|ece35,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21r|ece36),C8,pinj_21r|ece36,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21r|ece37),C8,pinj_21r|ece37,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21r|ece38),C8,pinj_21r|ece38,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21r|ece39),C8,pinj_21r|ece39,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_21r|cerqrott3),C8,pinj_21r|cerqrott3,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|neutral_beams
LEVEL_OVER_RATE(pinj_21r|cerqrott6),C8,pinj_21r|cerqrott6,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|neutral_beams
LEVEL_OVER_RATE(pinj_21r|cerqrott8),C8,pinj_21r|cerqrott8,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|neutral_beams
LEVEL_OVER_RATE(pinj_21r|cerqrott10),C8,pinj_21r|cerqrott10,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|neutral_beams
LEVEL_OVER_RATE(pinj_21r|cerqrott11),C8,pinj_21r|cerqrott11,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|neutral_beams
LEVEL_OVER_RATE(pinj_21r|cerqrott12),C8,pinj_21r|cerqrott12,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|neutral_beams
LEVEL_OVER_RATE(pinj_21r|cerqrott13),C8,pinj_21r|cerqrott13,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|neutral_beams
LEVEL_OVER_RATE(pinj_21r|cerqtit3),C8,pinj_21r|cerqtit3,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|neutral_beams
LEVEL_OVER_RATE(pinj_21r|cerqtit6),C8,pinj_21r|cerqtit6,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|neutral_beams
LEVEL_OVER_RATE(pinj_21r|cerqtit8),C8,pinj_21r|cerqtit8,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|neutral_beams
LEVEL_OVER_RATE(pinj_21r|cerqtit10),C8,pinj_21r|cerqtit10,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|neutral_beams
LEVEL_OVER_RATE(pinj_21r|cerqtit11),C8,pinj_21r|cerqtit11,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|neutral_beams
LEVEL_OVER_RATE(pinj_21r|cerqtit12),C8,pinj_21r|cerqtit12,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|neutral_beams
LEVEL_OVER_RATE(pinj_21r|cerqtit13),C8,pinj_21r|cerqtit13,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|neutral_beams
LEVEL_OVER_RATE(pinj_30l|bt),C8,pinj_30l|bt,E,E_DENOM_SIGN_CHANGE,,,rate,magnetics|neutral_beams
LEVEL_OVER_RATE(pinj_30l|ip),C8,pinj_30l|ip,E,E_DENOM_SIGN_CHANGE,,,rate,magnetics|neutral_beams
LEVEL_OVER_RATE(pinj_30l|gasa),C8,pinj_30l|gasa,E,E_DENOM_SIGN_CHANGE,,,rate,gas_injection|neutral_beams
LEVEL_OVER_RATE(pinj_30l|gasb),C8,pinj_30l|gasb,E,E_DENOM_SIGN_CHANGE,,,rate,gas_injection|neutral_beams
LEVEL_OVER_RATE(pinj_30l|gasc),C8,pinj_30l|gasc,E,E_DENOM_SIGN_CHANGE,,,rate,gas_injection|neutral_beams
LEVEL_OVER_RATE(pinj_30l|gasd),C8,pinj_30l|gasd,E,E_DENOM_SIGN_CHANGE,,,rate,gas_injection|neutral_beams
LEVEL_OVER_RATE(pinj_30l|pinj),C8,pinj_30l|pinj,E,E_DENOM_SIGN_CHANGE,,,rate,neutral_beams
LEVEL_OVER_RATE(pinj_30l|pinj_15l),C8,pinj_30l|pinj_15l,E,E_DENOM_SIGN_CHANGE,,,rate,neutral_beams
LEVEL_OVER_RATE(pinj_30l|pinj_15r),C8,pinj_30l|pinj_15r,E,E_DENOM_SIGN_CHANGE,,,rate,neutral_beams
LEVEL_OVER_RATE(pinj_30l|pinj_21l),C8,pinj_30l|pinj_21l,E,E_DENOM_RMS_ZERO,,,rate,neutral_beams
LEVEL_OVER_RATE(pinj_30l|pinj_21r),C8,pinj_30l|pinj_21r,E,E_DENOM_RMS_ZERO,,,rate,neutral_beams
LEVEL_OVER_RATE(pinj_30l|pinj_30l),C8,pinj_30l|pinj_30l,E,E_DENOM_SIGN_CHANGE,,,rate,neutral_beams
LEVEL_OVER_RATE(pinj_30l|pinj_30r),C8,pinj_30l|pinj_30r,E,E_DENOM_SIGN_CHANGE,,,rate,neutral_beams
LEVEL_OVER_RATE(pinj_30l|pinj_33l),C8,pinj_30l|pinj_33l,E,E_DENOM_SIGN_CHANGE,,,rate,neutral_beams
LEVEL_OVER_RATE(pinj_30l|pinj_33r),C8,pinj_30l|pinj_33r,E,E_DENOM_SIGN_CHANGE,,,rate,neutral_beams
LEVEL_OVER_RATE(pinj_30l|tinj),C8,pinj_30l|tinj,E,E_DENOM_SIGN_CHANGE,,,rate,neutral_beams
LEVEL_OVER_RATE(pinj_30l|ece1),C8,pinj_30l|ece1,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_30l|ece2),C8,pinj_30l|ece2,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_30l|ece3),C8,pinj_30l|ece3,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_30l|ece4),C8,pinj_30l|ece4,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_30l|ece5),C8,pinj_30l|ece5,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_30l|ece6),C8,pinj_30l|ece6,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_30l|ece7),C8,pinj_30l|ece7,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_30l|ece8),C8,pinj_30l|ece8,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_30l|ece9),C8,pinj_30l|ece9,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_30l|ece10),C8,pinj_30l|ece10,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_30l|ece11),C8,pinj_30l|ece11,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_30l|ece12),C8,pinj_30l|ece12,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_30l|ece13),C8,pinj_30l|ece13,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_30l|ece14),C8,pinj_30l|ece14,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_30l|ece15),C8,pinj_30l|ece15,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_30l|ece16),C8,pinj_30l|ece16,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_30l|ece18),C8,pinj_30l|ece18,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_30l|ece19),C8,pinj_30l|ece19,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_30l|ece20),C8,pinj_30l|ece20,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_30l|ece21),C8,pinj_30l|ece21,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_30l|ece22),C8,pinj_30l|ece22,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_30l|ece25),C8,pinj_30l|ece25,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_30l|ece27),C8,pinj_30l|ece27,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_30l|ece28),C8,pinj_30l|ece28,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_30l|ece29),C8,pinj_30l|ece29,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_30l|ece30),C8,pinj_30l|ece30,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_30l|ece31),C8,pinj_30l|ece31,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_30l|ece33),C8,pinj_30l|ece33,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_30l|ece35),C8,pinj_30l|ece35,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_30l|ece36),C8,pinj_30l|ece36,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_30l|ece37),C8,pinj_30l|ece37,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_30l|ece38),C8,pinj_30l|ece38,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_30l|ece39),C8,pinj_30l|ece39,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
LEVEL_OVER_RATE(pinj_30l|cerqrott3),C8,pinj_30l|cerqrott3,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|neutral_beams
LEVEL_OVER_RATE(pinj_30l|cerqrott6),C8,pinj_30l|cerqrott6,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|neutral_beams
LEVEL_OVER_RATE(pinj_30l|cerqrott8),C8,pinj_30l|cerqrott8,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|neutral_beams
LEVEL_OVER_RATE(pinj_30l|cerqrott10),C8,pinj_30l|cerqrott10,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|neutral_beams
LEVEL_OVER_RATE(pinj_30l|cerqrott11),C8,pinj_30l|cerqrott11,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|neutral_beams
LEVEL_OVER_RATE(pinj_30l|cerqrott12),C8,pinj_30l|cerqrott12,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|neutral_beams
LEVEL_OVER_RATE(pinj_30l|cerqrott13),C8,pinj_30l|cerqrott13,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|neutral_beams
LEVEL_OVER_RATE(pinj_30l|cerqtit3),C8,pinj_30l|cerqtit3,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|neutral_beams
LEVEL_OVER_RATE(pinj_30l|cerqtit6),C8,pinj_30l|cerqtit6,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|neutral_beams
LEVEL_OVER_RATE(pinj_30l|cerqtit8),C8,pinj_30l|cerqtit8,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|neutral_beams
LEVEL_OVER_RATE(pinj_30l|cerqtit10),C8,pinj_30l|cerqtit10,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|neutral_beams
LEVEL_OVER_RATE(pinj_30l|cerqtit11),C8,pinj_30l|cerqtit11,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|neutral_beams
LEVEL_OVER_RATE(pinj_30l|cerqtit12),C8,pinj_30l|cerqtit12,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|neutral_beams
LEVEL_OVER_RATE(pinj_30l|cerqtit13),C8,pinj_30l|cerqtit13,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|neutral_beams
LEVEL_OVER_RATE(pinj_30r|bt),C8,pinj_30r|bt,E,E_DENOM_SIGN_CHANGE,,,rate,magnetics|neutral_beams
LEVEL_OVER_RATE(pinj_30r|ip),C8,pinj_30r|ip,E,E_DENOM_SIGN_CHANGE,,,rate,magnetics|neutral_beams
LEVEL_OVER_RATE(pinj_30r|gasa),C8,pinj_30r|gasa,E,E_DENOM_SIGN_CHANGE,,,rate,gas_injection|neutral_beams
LEVEL_OVER_RATE(pinj_30r|gasb),C8,pinj_30r|gasb,E,E_DENOM_SIGN_CHANGE,,,rate,gas_injection|neutral_beams
LEVEL_OVER_RATE(pinj_30r|gasc),C8,pinj_30r|gasc,E,E_DENOM_SIGN_CHANGE,,,rate,gas_injection|neutral_beams
LEVEL_OVER_RATE(pinj_30r|gasd),C8,pinj_30r|gasd,E,E_DENOM_SIGN_CHANGE,,,rate,gas_injection|neutral_beams
LEVEL_OVER_RATE(pinj_30r|pinj),C8,pinj_30r|pinj,E,E_DENOM_SIGN_CHANGE,,,rate,neutral_beams
LEVEL_OVER_RATE(pinj_30r|pinj_15l),C8,pinj_30r|pinj_15l,E,E_DENOM_SIGN_CHANGE,,,rate,neutral_beams
LEVEL_OVER_RATE(pinj_30r|pinj_15r),C8,pinj_30r|pinj_15r,E,E_DENOM_SIGN_CHANGE,,,rate,neutral_beams
LEVEL_OVER_RATE(pinj_30r|pinj_21l),C8,pinj_30r|pinj_21l,E,E_DENOM_RMS_ZERO,,,rate,neutral_beams
LEVEL_OVER_RATE(pinj_30r|pinj_21r),C8,pinj_30r|pinj_21r,E,E_DENOM_RMS_ZERO,,,rate,neutral_beams
LEVEL_OVER_RATE(pinj_30r|pinj_30l),C8,pinj_30r|pinj_30l,E,E_DENOM_SIGN_CHANGE,,,rate,neutral_beams
