coordinate_id,constructor,ordered_operands,operand_roles,primitive_ancestors,n_ancestors,depth,output_dimension,unit_expression,temporal_resolution_rule,temporal_resolution_bound_ms,provenance_lineage,target_independence,aliasing_flag,upsample_flag,uncalibrated_flag,primary_or_sensitivity,numerical_realization_id,domain_predicate
DOT(ece21),C1,ece21,rate,ece21,1,1,(eV) T^-1,eV/s,inherit+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece21:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
DOT(ece22),C1,ece22,rate,ece22,1,1,(eV) T^-1,eV/s,inherit+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece22:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
DOT(ece25),C1,ece25,rate,ece25,1,1,(eV) T^-1,eV/s,inherit+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece25:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
DOT(ece27),C1,ece27,rate,ece27,1,1,(eV) T^-1,eV/s,inherit+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece27:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
DOT(ece28),C1,ece28,rate,ece28,1,1,(eV) T^-1,eV/s,inherit+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece28:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
DOT(ece29),C1,ece29,rate,ece29,1,1,(eV) T^-1,eV/s,inherit+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece29:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
DOT(ece30),C1,ece30,rate,ece30,1,1,(eV) T^-1,eV/s,inherit+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece30:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
DOT(ece31),C1,ece31,rate,ece31,1,1,(eV) T^-1,eV/s,inherit+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece31:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
DOT(ece33),C1,ece33,rate,ece33,1,1,(eV) T^-1,eV/s,inherit+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece33:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
DOT(ece35),C1,ece35,rate,ece35,1,1,(eV) T^-1,eV/s,inherit+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece35:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
DOT(ece36),C1,ece36,rate,ece36,1,1,(eV) T^-1,eV/s,inherit+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece36:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
DOT(ece37),C1,ece37,rate,ece37,1,1,(eV) T^-1,eV/s,inherit+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece37:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
DOT(ece38),C1,ece38,rate,ece38,1,1,(eV) T^-1,eV/s,inherit+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece38:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
DOT(ece39),C1,ece39,rate,ece39,1,1,(eV) T^-1,eV/s,inherit+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece39:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
DOT(cerqrott3),C1,cerqrott3,rate,cerqrott3,1,1,(m s^-1) T^-1,m/s/s,inherit+DERIVED_FROM_NUMERICAL_REALIZATION,10.0,cerqrott3:cer_rotation_ti,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
DOT(cerqrott6),C1,cerqrott6,rate,cerqrott6,1,1,(m s^-1) T^-1,m/s/s,inherit+DERIVED_FROM_NUMERICAL_REALIZATION,9.98003992015968,cerqrott6:cer_rotation_ti,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
DOT(cerqrott8),C1,cerqrott8,rate,cerqrott8,1,1,(m s^-1) T^-1,m/s/s,inherit+DERIVED_FROM_NUMERICAL_REALIZATION,9.973614775725594,cerqrott8:cer_rotation_ti,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
DOT(cerqrott10),C1,cerqrott10,rate,cerqrott10,1,1,(m s^-1) T^-1,m/s/s,inherit+DERIVED_FROM_NUMERICAL_REALIZATION,9.973614775725594,cerqrott10:cer_rotation_ti,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
DOT(cerqrott11),C1,cerqrott11,rate,cerqrott11,1,1,(m s^-1) T^-1,m/s/s,inherit+DERIVED_FROM_NUMERICAL_REALIZATION,9.973614775725594,cerqrott11:cer_rotation_ti,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
DOT(cerqrott12),C1,cerqrott12,rate,cerqrott12,1,1,(m s^-1) T^-1,m/s/s,inherit+DERIVED_FROM_NUMERICAL_REALIZATION,9.973614775725594,cerqrott12:cer_rotation_ti,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
DOT(cerqrott13),C1,cerqrott13,rate,cerqrott13,1,1,(m s^-1) T^-1,m/s/s,inherit+DERIVED_FROM_NUMERICAL_REALIZATION,9.973614775725594,cerqrott13:cer_rotation_ti,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
DOT(cerqtit3),C1,cerqtit3,rate,cerqtit3,1,1,(eV) T^-1,eV/s,inherit+DERIVED_FROM_NUMERICAL_REALIZATION,10.0,cerqtit3:cer_rotation_ti,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
DOT(cerqtit6),C1,cerqtit6,rate,cerqtit6,1,1,(eV) T^-1,eV/s,inherit+DERIVED_FROM_NUMERICAL_REALIZATION,9.98003992015968,cerqtit6:cer_rotation_ti,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
DOT(cerqtit8),C1,cerqtit8,rate,cerqtit8,1,1,(eV) T^-1,eV/s,inherit+DERIVED_FROM_NUMERICAL_REALIZATION,9.973614775725594,cerqtit8:cer_rotation_ti,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
DOT(cerqtit10),C1,cerqtit10,rate,cerqtit10,1,1,(eV) T^-1,eV/s,inherit+DERIVED_FROM_NUMERICAL_REALIZATION,9.973614775725594,cerqtit10:cer_rotation_ti,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
DOT(cerqtit11),C1,cerqtit11,rate,cerqtit11,1,1,(eV) T^-1,eV/s,inherit+DERIVED_FROM_NUMERICAL_REALIZATION,9.973614775725594,cerqtit11:cer_rotation_ti,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
DOT(cerqtit12),C1,cerqtit12,rate,cerqtit12,1,1,(eV) T^-1,eV/s,inherit+DERIVED_FROM_NUMERICAL_REALIZATION,9.973614775725594,cerqtit12:cer_rotation_ti,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
DOT(cerqtit13),C1,cerqtit13,rate,cerqtit13,1,1,(eV) T^-1,eV/s,inherit+DERIVED_FROM_NUMERICAL_REALIZATION,9.973614775725594,cerqtit13:cer_rotation_ti,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
"PROD(bt,bt)",C2,bt|bt,level|level,bt,1,1,(T)*(T),T*T,coarser_of_operands,0.4999999999999999,bt:magnetics,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,ip)",C2,bt|ip,level|level,bt|ip,2,1,(T)*(A),T*A,coarser_of_operands,0.4999999999999999,bt:magnetics|ip:magnetics,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,prmtan_neped)",C2,bt|prmtan_neped,level|level,bt|prmtan_neped,2,1,(T)*(m^-3),T*m^-3,coarser_of_operands,13.267605633802816,bt:magnetics|prmtan_neped:density,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,True,False,PRIMARY,NONE,
"PROD(bt,prmtan_teped)",C2,bt|prmtan_teped,level|level,bt|prmtan_teped,2,1,(T)*(eV),T*eV,coarser_of_operands,14.186746987951809,bt:magnetics|prmtan_teped:density,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,True,False,PRIMARY,NONE,
"PROD(bt,fs04)",C2,bt|fs04,level|level,bt|fs04,2,1,(T)*(ph sr^-1 m^-2 s^-1),T*ph/(sr m^2 s),coarser_of_operands,0.4999999999999999,bt:magnetics|fs04:filterscope_dalpha,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,True,False,PRIMARY,NONE,
"PROD(bt,fs03da)",C2,bt|fs03da,level|level,bt|fs03da,2,1,(T)*(ph sr^-1 m^-2 s^-1),T*ph/(sr m^2 s),coarser_of_operands,0.4999999999999999,bt:magnetics|fs03da:filterscope_dalpha,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,True,False,PRIMARY,NONE,
"PROD(bt,fs05da)",C2,bt|fs05da,level|level,bt|fs05da,2,1,(T)*(ph sr^-1 m^-2 s^-1),T*ph/(sr m^2 s),coarser_of_operands,0.4999999999999999,bt:magnetics|fs05da:filterscope_dalpha,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,True,False,PRIMARY,NONE,
"PROD(bt,gasa)",C2,bt|gasa,level|level,bt|gasa,2,1,(T)*(V),T*V,coarser_of_operands,0.5,bt:magnetics|gasa:gas_injection,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,gasb)",C2,bt|gasb,level|level,bt|gasb,2,1,(T)*(V),T*V,coarser_of_operands,0.5,bt:magnetics|gasb:gas_injection,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,gasc)",C2,bt|gasc,level|level,bt|gasc,2,1,(T)*(V),T*V,coarser_of_operands,0.5,bt:magnetics|gasc:gas_injection,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,gasd)",C2,bt|gasd,level|level,bt|gasd,2,1,(T)*(V),T*V,coarser_of_operands,0.5,bt:magnetics|gasd:gas_injection,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,pinj)",C2,bt|pinj,level|level,bt|pinj,2,1,(T)*(W),T*W,coarser_of_operands,0.4999999999999999,bt:magnetics|pinj:neutral_beams,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,pinj_15l)",C2,bt|pinj_15l,level|level,bt|pinj_15l,2,1,(T)*(W),T*W,coarser_of_operands,0.4999999999999999,bt:magnetics|pinj_15l:neutral_beams,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,pinj_30l)",C2,bt|pinj_30l,level|level,bt|pinj_30l,2,1,(T)*(W),T*W,coarser_of_operands,0.4999999999999999,bt:magnetics|pinj_30l:neutral_beams,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,pinj_30r)",C2,bt|pinj_30r,level|level,bt|pinj_30r,2,1,(T)*(W),T*W,coarser_of_operands,0.4999999999999999,bt:magnetics|pinj_30r:neutral_beams,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,pinj_33r)",C2,bt|pinj_33r,level|level,bt|pinj_33r,2,1,(T)*(W),T*W,coarser_of_operands,0.4999999999999999,bt:magnetics|pinj_33r:neutral_beams,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,tinj)",C2,bt|tinj,level|level,bt|tinj,2,1,(T)*(N m),T*N m,coarser_of_operands,0.4999999999999999,bt:magnetics|tinj:neutral_beams,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,ece1)",C2,bt|ece1,level|level,bt|ece1,2,1,(T)*(eV),T*eV,coarser_of_operands,0.4999999999999999,bt:magnetics|ece1:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,ece2)",C2,bt|ece2,level|level,bt|ece2,2,1,(T)*(eV),T*eV,coarser_of_operands,0.4999999999999999,bt:magnetics|ece2:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,ece3)",C2,bt|ece3,level|level,bt|ece3,2,1,(T)*(eV),T*eV,coarser_of_operands,0.4999999999999999,bt:magnetics|ece3:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,ece4)",C2,bt|ece4,level|level,bt|ece4,2,1,(T)*(eV),T*eV,coarser_of_operands,0.4999999999999999,bt:magnetics|ece4:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,ece5)",C2,bt|ece5,level|level,bt|ece5,2,1,(T)*(eV),T*eV,coarser_of_operands,0.4999999999999999,bt:magnetics|ece5:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,ece6)",C2,bt|ece6,level|level,bt|ece6,2,1,(T)*(eV),T*eV,coarser_of_operands,0.4999999999999999,bt:magnetics|ece6:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,ece7)",C2,bt|ece7,level|level,bt|ece7,2,1,(T)*(eV),T*eV,coarser_of_operands,0.4999999999999999,bt:magnetics|ece7:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,ece8)",C2,bt|ece8,level|level,bt|ece8,2,1,(T)*(eV),T*eV,coarser_of_operands,0.4999999999999999,bt:magnetics|ece8:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,ece9)",C2,bt|ece9,level|level,bt|ece9,2,1,(T)*(eV),T*eV,coarser_of_operands,0.4999999999999999,bt:magnetics|ece9:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,ece10)",C2,bt|ece10,level|level,bt|ece10,2,1,(T)*(eV),T*eV,coarser_of_operands,0.4999999999999999,bt:magnetics|ece10:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,ece11)",C2,bt|ece11,level|level,bt|ece11,2,1,(T)*(eV),T*eV,coarser_of_operands,0.4999999999999999,bt:magnetics|ece11:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,ece12)",C2,bt|ece12,level|level,bt|ece12,2,1,(T)*(eV),T*eV,coarser_of_operands,0.4999999999999999,bt:magnetics|ece12:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,ece13)",C2,bt|ece13,level|level,bt|ece13,2,1,(T)*(eV),T*eV,coarser_of_operands,0.4999999999999999,bt:magnetics|ece13:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,ece14)",C2,bt|ece14,level|level,bt|ece14,2,1,(T)*(eV),T*eV,coarser_of_operands,0.4999999999999999,bt:magnetics|ece14:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,ece15)",C2,bt|ece15,level|level,bt|ece15,2,1,(T)*(eV),T*eV,coarser_of_operands,0.4999999999999999,bt:magnetics|ece15:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,ece16)",C2,bt|ece16,level|level,bt|ece16,2,1,(T)*(eV),T*eV,coarser_of_operands,0.4999999999999999,bt:magnetics|ece16:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,ece18)",C2,bt|ece18,level|level,bt|ece18,2,1,(T)*(eV),T*eV,coarser_of_operands,0.4999999999999999,bt:magnetics|ece18:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,ece19)",C2,bt|ece19,level|level,bt|ece19,2,1,(T)*(eV),T*eV,coarser_of_operands,0.4999999999999999,bt:magnetics|ece19:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,ece20)",C2,bt|ece20,level|level,bt|ece20,2,1,(T)*(eV),T*eV,coarser_of_operands,0.4999999999999999,bt:magnetics|ece20:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,ece21)",C2,bt|ece21,level|level,bt|ece21,2,1,(T)*(eV),T*eV,coarser_of_operands,0.4999999999999999,bt:magnetics|ece21:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,ece22)",C2,bt|ece22,level|level,bt|ece22,2,1,(T)*(eV),T*eV,coarser_of_operands,0.4999999999999999,bt:magnetics|ece22:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,ece25)",C2,bt|ece25,level|level,bt|ece25,2,1,(T)*(eV),T*eV,coarser_of_operands,0.4999999999999999,bt:magnetics|ece25:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,ece27)",C2,bt|ece27,level|level,bt|ece27,2,1,(T)*(eV),T*eV,coarser_of_operands,0.4999999999999999,bt:magnetics|ece27:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,ece28)",C2,bt|ece28,level|level,bt|ece28,2,1,(T)*(eV),T*eV,coarser_of_operands,0.4999999999999999,bt:magnetics|ece28:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,ece29)",C2,bt|ece29,level|level,bt|ece29,2,1,(T)*(eV),T*eV,coarser_of_operands,0.4999999999999999,bt:magnetics|ece29:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,ece30)",C2,bt|ece30,level|level,bt|ece30,2,1,(T)*(eV),T*eV,coarser_of_operands,0.4999999999999999,bt:magnetics|ece30:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,ece31)",C2,bt|ece31,level|level,bt|ece31,2,1,(T)*(eV),T*eV,coarser_of_operands,0.4999999999999999,bt:magnetics|ece31:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,ece33)",C2,bt|ece33,level|level,bt|ece33,2,1,(T)*(eV),T*eV,coarser_of_operands,0.4999999999999999,bt:magnetics|ece33:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,ece35)",C2,bt|ece35,level|level,bt|ece35,2,1,(T)*(eV),T*eV,coarser_of_operands,0.4999999999999999,bt:magnetics|ece35:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,ece36)",C2,bt|ece36,level|level,bt|ece36,2,1,(T)*(eV),T*eV,coarser_of_operands,0.4999999999999999,bt:magnetics|ece36:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,ece37)",C2,bt|ece37,level|level,bt|ece37,2,1,(T)*(eV),T*eV,coarser_of_operands,0.4999999999999999,bt:magnetics|ece37:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,ece38)",C2,bt|ece38,level|level,bt|ece38,2,1,(T)*(eV),T*eV,coarser_of_operands,0.4999999999999999,bt:magnetics|ece38:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,ece39)",C2,bt|ece39,level|level,bt|ece39,2,1,(T)*(eV),T*eV,coarser_of_operands,0.4999999999999999,bt:magnetics|ece39:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,cerqrott3)",C2,bt|cerqrott3,level|level,bt|cerqrott3,2,1,(T)*(m s^-1),T*m/s,coarser_of_operands,10.0,bt:magnetics|cerqrott3:cer_rotation_ti,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,cerqrott6)",C2,bt|cerqrott6,level|level,bt|cerqrott6,2,1,(T)*(m s^-1),T*m/s,coarser_of_operands,9.98003992015968,bt:magnetics|cerqrott6:cer_rotation_ti,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,cerqrott8)",C2,bt|cerqrott8,level|level,bt|cerqrott8,2,1,(T)*(m s^-1),T*m/s,coarser_of_operands,9.973614775725594,bt:magnetics|cerqrott8:cer_rotation_ti,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,cerqrott10)",C2,bt|cerqrott10,level|level,bt|cerqrott10,2,1,(T)*(m s^-1),T*m/s,coarser_of_operands,9.973614775725594,bt:magnetics|cerqrott10:cer_rotation_ti,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,cerqrott11)",C2,bt|cerqrott11,level|level,bt|cerqrott11,2,1,(T)*(m s^-1),T*m/s,coarser_of_operands,9.973614775725594,bt:magnetics|cerqrott11:cer_rotation_ti,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,cerqrott12)",C2,bt|cerqrott12,level|level,bt|cerqrott12,2,1,(T)*(m s^-1),T*m/s,coarser_of_operands,9.973614775725594,bt:magnetics|cerqrott12:cer_rotation_ti,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,cerqrott13)",C2,bt|cerqrott13,level|level,bt|cerqrott13,2,1,(T)*(m s^-1),T*m/s,coarser_of_operands,9.973614775725594,bt:magnetics|cerqrott13:cer_rotation_ti,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,cerqtit3)",C2,bt|cerqtit3,level|level,bt|cerqtit3,2,1,(T)*(eV),T*eV,coarser_of_operands,10.0,bt:magnetics|cerqtit3:cer_rotation_ti,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,cerqtit6)",C2,bt|cerqtit6,level|level,bt|cerqtit6,2,1,(T)*(eV),T*eV,coarser_of_operands,9.98003992015968,bt:magnetics|cerqtit6:cer_rotation_ti,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,cerqtit8)",C2,bt|cerqtit8,level|level,bt|cerqtit8,2,1,(T)*(eV),T*eV,coarser_of_operands,9.973614775725594,bt:magnetics|cerqtit8:cer_rotation_ti,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,cerqtit10)",C2,bt|cerqtit10,level|level,bt|cerqtit10,2,1,(T)*(eV),T*eV,coarser_of_operands,9.973614775725594,bt:magnetics|cerqtit10:cer_rotation_ti,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,cerqtit11)",C2,bt|cerqtit11,level|level,bt|cerqtit11,2,1,(T)*(eV),T*eV,coarser_of_operands,9.973614775725594,bt:magnetics|cerqtit11:cer_rotation_ti,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
"PROD(bt,cerqtit12)",C2,bt|cerqtit12,level|level,bt|cerqtit12,2,1,(T)*(eV),T*eV,coarser_of_operands,9.973614775725594,bt:magnetics|cerqtit12:cer_rotation_ti,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,NONE,
