support_id,support_size,J_search
RATE_OVER_LEVEL(ece36|ece39),1,0.9152095707430986
RATE_OVER_LEVEL(ece1|ip),1,0.9485832796313853
RATE_OVER_LEVEL(gasc|cerqtit3),1,0.9528169963498185
RATE_OVER_LEVEL(gasc|prmtan_neped),1,0.9530906180734164
RATE_OVER_LEVEL(gasc|ece1),1,0.9531862919111922
RATE_OVER_LEVEL(gasc|ip),1,0.953633053008936
RATE_OVER_LEVEL(ip|cerqtit10),1,0.8353073238175603
RATE_OVER_LEVEL(ip|prmtan_neped),1,0.8569045851168007
RATE_OVER_LEVEL(ip|ece39),1,0.8654114096371122
RATE_OVER_LEVEL(ip|ip),1,0.9068851342144426
RATE_OVER_LEVEL(pinj_33r|cerqtit3),1,0.9478605194218332
RATE_OVER_LEVEL(pinj_33r|prmtan_neped),1,0.9496312351658556
RATE_OVER_LEVEL(pinj_33r|ece1),1,0.9492236459538607
RATE_OVER_LEVEL(pinj_33r|ip),1,0.9511987841926661
ID(cerqtit6)|ID(cerqtit8),2,0.6667619766881785
ID(cerqtit8)|ID(prmtan_neped),2,0.39978798513932856
ID(cerqtit8)|ID(ece39),2,0.6410702610000855
ID(cerqtit8)|ID(gasc),2,0.669200234890392
ID(cerqtit8)|ID(pcdiamag3),2,0.41692586332565423
ID(cerqtit8)|ID(pinj),2,0.5696691458870689
DOT(cerqtit3)|ID(cerqtit8),2,0.6759459340705989
DOT(ece1)|ID(cerqtit8),2,0.6831758410226861
DOT(gasc)|ID(cerqtit8),2,0.690731462026784
DOT(ip)|ID(cerqtit8),2,0.6871303078821506
DOT(pinj_33r)|ID(cerqtit8),2,0.68516217807337
"ID(cerqtit8)|PROD(cerqtit8,cerqtit8)",2,0.5456549559832984
"ID(cerqtit8)|PROD(prmtan_neped,cerqtit6)",2,0.512343122826074
"ID(cerqtit8)|PROD(ece37,cerqtit6)",2,0.564067955042228
"ID(cerqtit8)|PROD(fs04,cerqrott8)",2,0.5341461982647902
"ID(cerqtit8)|PROD(gasc,cerqtit6)",2,0.6615515333260402
"ID(cerqtit8)|PROD(bt,cerqtit8)",2,0.6120698624447624
"ID(cerqtit8)|PROD(pinj_30l,cerqtit6)",2,0.6758750329732214
"ID(cerqtit8)|PROD(prmtan_neped,ece39)",2,0.5315254486514288
"ID(cerqtit8)|PROD(prmtan_neped,gasc)",2,0.5319352180968723
"ID(cerqtit8)|PROD(ip,prmtan_neped)",2,0.4021329996603586
"ID(cerqtit8)|PROD(prmtan_neped,pinj_30l)",2,0.6231028314187098
"ID(cerqtit8)|PROD(ece37,ece39)",2,0.5750533536794569
"ID(cerqtit8)|PROD(fs05da,ece1)",2,0.591866622975956
"ID(cerqtit8)|PROD(gasc,ece39)",2,0.6550184371467485
"ID(cerqtit8)|PROD(ip,ece39)",2,0.6456581538215471
"ID(cerqtit8)|PROD(pinj,ece36)",2,0.6121465228970062
"ID(cerqtit8)|PROD(ip,gasc)",2,0.6693220504764221
"ID(cerqtit8)|PROD(gasc,pinj)",2,0.6105912705570122
"ID(cerqtit8)|PROD(bt,bt)",2,0.5332836146357622
"ID(cerqtit8)|PROD(ip,pinj)",2,0.5695078204145095
"ID(cerqtit8)|PROD(pinj,pinj_30l)",2,0.6392156609284766
"ID(cerqtit8)|RATIO(cerqrott12,cerqtit10)",2,0.5990307244027175
"ID(cerqtit8)|RATIO(cerqrott12,prmtan_neped)",2,0.5786182609486984
"ID(cerqtit8)|RATIO(cerqtit6,ece38)",2,0.5267626662732152
"ID(cerqtit8)|RATIO(cerqtit8,ip)",2,0.6740689595941579
"ID(cerqtit8)|RATIO(prmtan_neped,cerqtit3)",2,0.5266261219348258
"ID(cerqtit8)|RATIO(prmtan_neped,ece38)",2,0.3892310651299516
"ID(cerqtit8)|RATIO(prmtan_neped,bt)",2,0.4018066521900399
"ID(cerqtit8)|RATIO(ece21,cerqtit10)",2,0.4781217603154631
"ID(cerqtit8)|RATIO(ece29,ece39)",2,0.5511209817171971
"ID(cerqtit8)|RATIO(ece39,bt)",2,0.6373279168826816
"ID(cerqtit8)|RATIO(fs03da,cerqtit3)",2,0.5737157807521169
"ID(cerqtit8)|RATIO(gasc,cerqtit10)",2,0.6240885987843943
"ID(cerqtit8)|RATIO(gasc,prmtan_neped)",2,0.5895353480686971
"ID(cerqtit8)|RATIO(gasc,ece39)",2,0.6420023761596916
"ID(cerqtit8)|RATIO(gasc,ip)",2,0.6678245951690845
"ID(cerqtit8)|RATIO(ip,cerqtit10)",2,0.5616337182779708
"ID(cerqtit8)|RATIO(ip,ece39)",2,0.6320989289047169
"ID(cerqtit8)|RATIO(ip,bt)",2,0.6525010163080414
"ID(cerqtit8)|RATIO(pinj_33r,cerqtit10)",2,0.6415858775746516
"ID(cerqtit8)|RATIO(pinj_33r,prmtan_neped)",2,0.6070763901163663
"ID(cerqtit8)|RATIO(tinj,ece20)",2,0.5335332260982113
"ID(cerqtit8)|RATIO(pinj,bt)",2,0.5702468912854821
ID(cerqtit8)|RECIP(cerqtit10),2,0.5780090466196721
ID(cerqtit8)|RECIP(ece39),2,0.6368710652238877
ID(cerqtit8)|RECIP(bt),2,0.5325936146214945
ID(cerqtit8)|LEVEL_RATE(cerqrott12|cerqtit3),2,0.6662395939705108
ID(cerqtit8)|LEVEL_RATE(cerqrott12|ece35),2,0.6654519214828784
ID(cerqtit8)|LEVEL_RATE(cerqrott12|gasc),2,0.690658691710398
ID(cerqtit8)|LEVEL_RATE(cerqrott12|ip),2,0.6880288428747098
ID(cerqtit8)|LEVEL_RATE(cerqrott13|pinj_33r),2,0.685123221523507
ID(cerqtit8)|LEVEL_RATE(prmtan_neped|cerqtit3),2,0.6863599043100413
ID(cerqtit8)|LEVEL_RATE(prmtan_neped|ece19),2,0.6909071036283045
ID(cerqtit8)|LEVEL_RATE(prmtan_neped|gasc),2,0.6908441816968722
ID(cerqtit8)|LEVEL_RATE(prmtan_neped|pinj_33r),2,0.687292141282192
ID(cerqtit8)|LEVEL_RATE(ece20|cerqtit3),2,0.6784073690970142
ID(cerqtit8)|LEVEL_RATE(ece1|ece39),2,0.6800035835515125
ID(cerqtit8)|LEVEL_RATE(ece12|gasc),2,0.6907122497683761
ID(cerqtit8)|LEVEL_RATE(ece16|ip),2,0.68833653285365
ID(cerqtit8)|LEVEL_RATE(ece14|pinj_33r),2,0.6864279593033639
ID(cerqtit8)|LEVEL_RATE(fs04|bt),2,0.6912710013973447
ID(cerqtit8)|LEVEL_RATE(fs03da|pinj_15l),2,0.6848183730633168
ID(cerqtit8)|LEVEL_RATE(gasc|cerqrott3),2,0.6876807327595752
ID(cerqtit8)|LEVEL_RATE(gasc|ece20),2,0.688249632725417
ID(cerqtit8)|LEVEL_RATE(gasc|gasc),2,0.6907031845995667
ID(cerqtit8)|LEVEL_RATE(gasc|ip),2,0.6893091681883913
ID(cerqtit8)|LEVEL_RATE(gasa|pinj_33r),2,0.6854718854176665
ID(cerqtit8)|LEVEL_RATE(bt|cerqtit3),2,0.6760087629711452
ID(cerqtit8)|LEVEL_RATE(bt|ece1),2,0.6832154144835837
ID(cerqtit8)|LEVEL_RATE(bt|gasc),2,0.6907329790343125
ID(cerqtit8)|LEVEL_RATE(bt|ip),2,0.6871545069660125
ID(cerqtit8)|LEVEL_RATE(bt|pinj_33r),2,0.6851626065753977
ID(cerqtit8)|LEVEL_RATE(pinj_33r|cerqrott3),2,0.670890499952687
ID(cerqtit8)|LEVEL_RATE(pinj_33r|ece15),2,0.6718550028220975
ID(cerqtit8)|LEVEL_RATE(pinj|gasc),2,0.6907669144927849
ID(cerqtit8)|LEVEL_RATE(pinj_33r|ip),2,0.6870725857393525
ID(cerqtit8)|LEVEL_RATE(pinj_15l|pinj_15l),2,0.681987157833787
ID(cerqtit8)|RATE_OVER_LEVEL(cerqrott3|cerqtit10),2,0.6542436425953685
ID(cerqtit8)|RATE_OVER_LEVEL(cerqrott3|prmtan_neped),2,0.6499809428796567
ID(cerqtit8)|RATE_OVER_LEVEL(cerqrott3|ece1),2,0.6639247485659583
ID(cerqtit8)|RATE_OVER_LEVEL(cerqrott3|ip),2,0.6774342780775949
ID(cerqtit8)|RATE_OVER_LEVEL(ece36|cerqtit3),2,0.6662646903027067
ID(cerqtit8)|RATE_OVER_LEVEL(ece38|prmtan_neped),2,0.6520329491591672
ID(cerqtit8)|RATE_OVER_LEVEL(ece36|ece39),2,0.6725333269693455
ID(cerqtit8)|RATE_OVER_LEVEL(ece1|ip),2,0.6831737483536228
ID(cerqtit8)|RATE_OVER_LEVEL(gasc|cerqtit3),2,0.690509993954175
ID(cerqtit8)|RATE_OVER_LEVEL(gasc|prmtan_neped),2,0.6904356606099086
ID(cerqtit8)|RATE_OVER_LEVEL(gasc|ece1),2,0.6905967571899092
ID(cerqtit8)|RATE_OVER_LEVEL(gasc|ip),2,0.6907294825168578
ID(cerqtit8)|RATE_OVER_LEVEL(ip|cerqtit10),2,0.6812005263743143
ID(cerqtit8)|RATE_OVER_LEVEL(ip|prmtan_neped),2,0.6822717095130786
ID(cerqtit8)|RATE_OVER_LEVEL(ip|ece39),2,0.6836221444457221
ID(cerqtit8)|RATE_OVER_LEVEL(ip|ip),2,0.686439563428763
ID(cerqtit8)|RATE_OVER_LEVEL(pinj_33r|cerqtit3),2,0.6838850057160575
ID(cerqtit8)|RATE_OVER_LEVEL(pinj_33r|prmtan_neped),2,0.6840998718996716
ID(cerqtit8)|RATE_OVER_LEVEL(pinj_33r|ece1),2,0.6844465214913498
ID(cerqtit8)|RATE_OVER_LEVEL(pinj_33r|ip),2,0.6851336494570727
ID(ece39)|ID(prmtan_neped),2,0.3888988311771058
ID(gasc)|ID(prmtan_neped),2,0.47204261230838906
ID(pcdiamag3)|ID(prmtan_neped),2,0.33731508387601766
ID(pinj)|ID(prmtan_neped),2,0.387890000449521
DOT(cerqtit3)|ID(prmtan_neped),2,0.4737463576171127
DOT(ece1)|ID(prmtan_neped),2,0.4745997910735066
DOT(gasc)|ID(prmtan_neped),2,0.4750227096414892
DOT(ip)|ID(prmtan_neped),2,0.46831121797843156
DOT(pinj_33r)|ID(prmtan_neped),2,0.47458896718563925
"ID(prmtan_neped)|PROD(cerqtit8,cerqtit8)",2,0.4288005980285004
"ID(prmtan_neped)|PROD(prmtan_neped,cerqtit6)",2,0.4610497304554028
"ID(prmtan_neped)|PROD(ece37,cerqtit6)",2,0.4170640910336202
"ID(prmtan_neped)|PROD(fs04,cerqrott8)",2,0.41887469014636936
"ID(prmtan_neped)|PROD(gasc,cerqtit6)",2,0.4664690999377673
"ID(prmtan_neped)|PROD(bt,cerqtit8)",2,0.39898895500285814
"ID(prmtan_neped)|PROD(pinj_30l,cerqtit6)",2,0.42093073930381336
"ID(prmtan_neped)|PROD(prmtan_neped,ece39)",2,0.43232266720211887
"ID(prmtan_neped)|PROD(prmtan_neped,gasc)",2,0.47453007577826734
"ID(prmtan_neped)|PROD(ip,prmtan_neped)",2,0.45588635903217645
"ID(prmtan_neped)|PROD(prmtan_neped,pinj_30l)",2,0.4697940402985578
"ID(prmtan_neped)|PROD(ece37,ece39)",2,0.4078174862601694
"ID(prmtan_neped)|PROD(fs05da,ece1)",2,0.4131235204687996
"ID(prmtan_neped)|PROD(gasc,ece39)",2,0.46832874410565317
"ID(prmtan_neped)|PROD(ip,ece39)",2,0.3884115938964423
"ID(prmtan_neped)|PROD(pinj,ece36)",2,0.3769076669576924
"ID(prmtan_neped)|PROD(ip,gasc)",2,0.4718354913825908
"ID(prmtan_neped)|PROD(gasc,pinj)",2,0.46108339277562715
"ID(prmtan_neped)|PROD(bt,bt)",2,0.4199839855771398
"ID(prmtan_neped)|PROD(ip,pinj)",2,0.3857977221421394
"ID(prmtan_neped)|PROD(pinj,pinj_30l)",2,0.42528180419326167
"ID(prmtan_neped)|RATIO(cerqrott12,cerqtit10)",2,0.38186845303724676
"ID(prmtan_neped)|RATIO(cerqrott12,prmtan_neped)",2,0.4549855082999151
"ID(prmtan_neped)|RATIO(cerqtit6,ece38)",2,0.3783803042301896
"ID(prmtan_neped)|RATIO(cerqtit8,ip)",2,0.39979424808657843
"ID(prmtan_neped)|RATIO(prmtan_neped,cerqtit3)",2,0.41923877609640525
"ID(prmtan_neped)|RATIO(prmtan_neped,ece38)",2,0.43046444225757013
"ID(prmtan_neped)|RATIO(prmtan_neped,bt)",2,0.4901522945995113
"ID(prmtan_neped)|RATIO(ece21,cerqtit10)",2,0.34761577151180056
"ID(prmtan_neped)|RATIO(ece29,ece39)",2,0.34883564652839893
"ID(prmtan_neped)|RATIO(ece39,bt)",2,0.3893622122762254
"ID(prmtan_neped)|RATIO(fs03da,cerqtit3)",2,0.4408380079460843
"ID(prmtan_neped)|RATIO(gasc,cerqtit10)",2,0.45878744399106347
"ID(prmtan_neped)|RATIO(gasc,prmtan_neped)",2,0.4632886812510393
"ID(prmtan_neped)|RATIO(gasc,ece39)",2,0.465474156937194
"ID(prmtan_neped)|RATIO(gasc,ip)",2,0.4708726104113941
"ID(prmtan_neped)|RATIO(ip,cerqtit10)",2,0.379796486618585
"ID(prmtan_neped)|RATIO(ip,ece39)",2,0.37320170752494275
"ID(prmtan_neped)|RATIO(ip,bt)",2,0.45505920380548825
"ID(prmtan_neped)|RATIO(pinj_33r,cerqtit10)",2,0.422832994660589
"ID(prmtan_neped)|RATIO(pinj_33r,prmtan_neped)",2,0.4530375412307454
"ID(prmtan_neped)|RATIO(tinj,ece20)",2,0.4447545879342489
"ID(prmtan_neped)|RATIO(pinj,bt)",2,0.38784680528906873
ID(prmtan_neped)|RECIP(cerqtit10),2,0.3869163228275964
ID(prmtan_neped)|RECIP(ece39),2,0.39138672498492916
ID(prmtan_neped)|RECIP(bt),2,0.41902295355484387
ID(prmtan_neped)|LEVEL_RATE(cerqrott12|cerqtit3),2,0.46933271671393695
ID(prmtan_neped)|LEVEL_RATE(cerqrott12|ece35),2,0.4673300681969981
ID(prmtan_neped)|LEVEL_RATE(cerqrott12|gasc),2,0.4749872536887722
ID(prmtan_neped)|LEVEL_RATE(cerqrott12|ip),2,0.47254568397968055
ID(prmtan_neped)|LEVEL_RATE(cerqrott13|pinj_33r),2,0.4746405264988407
ID(prmtan_neped)|LEVEL_RATE(prmtan_neped|cerqtit3),2,0.47557472067078527
ID(prmtan_neped)|LEVEL_RATE(prmtan_neped|ece19),2,0.4787737768139024
ID(prmtan_neped)|LEVEL_RATE(prmtan_neped|gasc),2,0.4751727188641903
ID(prmtan_neped)|LEVEL_RATE(prmtan_neped|pinj_33r),2,0.47469216638322587
ID(prmtan_neped)|LEVEL_RATE(ece20|cerqtit3),2,0.4734008645566305
ID(prmtan_neped)|LEVEL_RATE(ece1|ece39),2,0.47138918393494944
ID(prmtan_neped)|LEVEL_RATE(ece12|gasc),2,0.4750659766588405
ID(prmtan_neped)|LEVEL_RATE(ece16|ip),2,0.47143570253321054
ID(prmtan_neped)|LEVEL_RATE(ece14|pinj_33r),2,0.47467602384100227
ID(prmtan_neped)|LEVEL_RATE(fs04|bt),2,0.47531707924431954
ID(prmtan_neped)|LEVEL_RATE(fs03da|pinj_15l),2,0.47493526473403785
ID(prmtan_neped)|LEVEL_RATE(gasc|cerqrott3),2,0.474140901769045
ID(prmtan_neped)|LEVEL_RATE(gasc|ece20),2,0.47581142715260405
ID(prmtan_neped)|LEVEL_RATE(gasc|gasc),2,0.4749215243190941
ID(prmtan_neped)|LEVEL_RATE(gasc|ip),2,0.4747949942612822
ID(prmtan_neped)|LEVEL_RATE(gasa|pinj_33r),2,0.47516398573479557
ID(prmtan_neped)|LEVEL_RATE(bt|cerqtit3),2,0.47376818371221285
ID(prmtan_neped)|LEVEL_RATE(bt|ece1),2,0.4746108025921887
ID(prmtan_neped)|LEVEL_RATE(bt|gasc),2,0.4750241492488534
ID(prmtan_neped)|LEVEL_RATE(bt|ip),2,0.46834296670790154
ID(prmtan_neped)|LEVEL_RATE(bt|pinj_33r),2,0.4745891800927156
ID(prmtan_neped)|LEVEL_RATE(pinj_33r|cerqrott3),2,0.47155558937757985
ID(prmtan_neped)|LEVEL_RATE(pinj_33r|ece15),2,0.47475008524049345
ID(prmtan_neped)|LEVEL_RATE(pinj|gasc),2,0.4751990322319825
ID(prmtan_neped)|LEVEL_RATE(pinj_33r|ip),2,0.4695244289136615
ID(prmtan_neped)|LEVEL_RATE(pinj_15l|pinj_15l),2,0.4746888617563625
ID(prmtan_neped)|RATE_OVER_LEVEL(cerqrott3|cerqtit10),2,0.46204426513925667
ID(prmtan_neped)|RATE_OVER_LEVEL(cerqrott3|prmtan_neped),2,0.4655493593536251
ID(prmtan_neped)|RATE_OVER_LEVEL(cerqrott3|ece1),2,0.46473829333127253
ID(prmtan_neped)|RATE_OVER_LEVEL(cerqrott3|ip),2,0.47066863543823606
ID(prmtan_neped)|RATE_OVER_LEVEL(ece36|cerqtit3),2,0.46085412000057857
ID(prmtan_neped)|RATE_OVER_LEVEL(ece38|prmtan_neped),2,0.4625759224000476
ID(prmtan_neped)|RATE_OVER_LEVEL(ece36|ece39),2,0.46623801402870607
ID(prmtan_neped)|RATE_OVER_LEVEL(ece1|ip),2,0.47463198932516
ID(prmtan_neped)|RATE_OVER_LEVEL(gasc|cerqtit3),2,0.4747847283201468
ID(prmtan_neped)|RATE_OVER_LEVEL(gasc|prmtan_neped),2,0.47494450044872527
ID(prmtan_neped)|RATE_OVER_LEVEL(gasc|ece1),2,0.47496392069217613
ID(prmtan_neped)|RATE_OVER_LEVEL(gasc|ip),2,0.4750138437929127
ID(prmtan_neped)|RATE_OVER_LEVEL(ip|cerqtit10),2,0.4601724412938579
ID(prmtan_neped)|RATE_OVER_LEVEL(ip|prmtan_neped),2,0.4631728326581595
ID(prmtan_neped)|RATE_OVER_LEVEL(ip|ece39),2,0.461799816044843
ID(prmtan_neped)|RATE_OVER_LEVEL(ip|ip),2,0.4671317040845902
ID(prmtan_neped)|RATE_OVER_LEVEL(pinj_33r|cerqtit3),2,0.4740692332079683
ID(prmtan_neped)|RATE_OVER_LEVEL(pinj_33r|prmtan_neped),2,0.4744402890624772
ID(prmtan_neped)|RATE_OVER_LEVEL(pinj_33r|ece1),2,0.4741865763734768
ID(prmtan_neped)|RATE_OVER_LEVEL(pinj_33r|ip),2,0.474554366594427
ID(ece38)|ID(ece39),2,0.7369749446857049
ID(ece39)|ID(gasc),2,0.7231749684403738
ID(ece39)|ID(pcdiamag3),2,0.36296319370133173
ID(ece39)|ID(pinj),2,0.5910682754573525
DOT(cerqtit3)|ID(ece39),2,0.7340712669249757
DOT(ece1)|ID(ece39),2,0.7423212278235787
DOT(gasc)|ID(ece39),2,0.7474391781474304
DOT(ip)|ID(ece39),2,0.7421583060262023
DOT(pinj_33r)|ID(ece39),2,0.7386287257389083
"ID(ece39)|PROD(cerqtit8,cerqtit8)",2,0.7441472747441682
"ID(ece39)|PROD(prmtan_neped,cerqtit6)",2,0.4925134698850007
"ID(ece39)|PROD(ece37,cerqtit6)",2,0.7643902201856335
"ID(ece39)|PROD(fs04,cerqrott8)",2,0.5799331956544038
"ID(ece39)|PROD(gasc,cerqtit6)",2,0.6497180720276575
"ID(ece39)|PROD(bt,cerqtit8)",2,0.6366336557788885
"ID(ece39)|PROD(pinj_30l,cerqtit6)",2,0.7035040099214203
"ID(ece39)|PROD(prmtan_neped,ece39)",2,0.4900995744230108
"ID(ece39)|PROD(prmtan_neped,gasc)",2,0.5285179015105761
"ID(ece39)|PROD(ip,prmtan_neped)",2,0.38924341215870567
"ID(ece39)|PROD(prmtan_neped,pinj_30l)",2,0.6343260657123565
"ID(ece39)|PROD(ece37,ece39)",2,0.6381439552648893
"ID(ece39)|PROD(fs05da,ece1)",2,0.6337163801931934
"ID(ece39)|PROD(gasc,ece39)",2,0.7302437520834784
"ID(ece39)|PROD(ip,ece39)",2,0.7357698956935889
"ID(ece39)|PROD(pinj,ece36)",2,0.6405106132071459
"ID(ece39)|PROD(ip,gasc)",2,0.7230621308664856
"ID(ece39)|PROD(gasc,pinj)",2,0.6243771866405289
"ID(ece39)|PROD(bt,bt)",2,0.5720130275923117
"ID(ece39)|PROD(ip,pinj)",2,0.5889064194085022
"ID(ece39)|PROD(pinj,pinj_30l)",2,0.6771337277232103
"ID(ece39)|RATIO(cerqrott12,cerqtit10)",2,0.6055537317222334
"ID(ece39)|RATIO(cerqrott12,prmtan_neped)",2,0.6087943362573206
"ID(ece39)|RATIO(cerqtit6,ece38)",2,0.5042063250490012
"ID(ece39)|RATIO(cerqtit8,ip)",2,0.649782794028151
"ID(ece39)|RATIO(prmtan_neped,cerqtit3)",2,0.5845017030191407
"ID(ece39)|RATIO(prmtan_neped,ece38)",2,0.38095591483552227
"ID(ece39)|RATIO(prmtan_neped,bt)",2,0.3905590792779637
"ID(ece39)|RATIO(ece21,cerqtit10)",2,0.43807414386131416
"ID(ece39)|RATIO(ece29,ece39)",2,0.5481229790922765
"ID(ece39)|RATIO(ece39,bt)",2,0.6251585430456631
"ID(ece39)|RATIO(fs03da,cerqtit3)",2,0.6225644931430386
"ID(ece39)|RATIO(gasc,cerqtit10)",2,0.6025457020482083
"ID(ece39)|RATIO(gasc,prmtan_neped)",2,0.5904185569711329
"ID(ece39)|RATIO(gasc,ece39)",2,0.6725257224022871
"ID(ece39)|RATIO(gasc,ip)",2,0.7229581579924953
"ID(ece39)|RATIO(ip,cerqtit10)",2,0.4964074510446422
"ID(ece39)|RATIO(ip,ece39)",2,0.6036739925650113
"ID(ece39)|RATIO(ip,bt)",2,0.7229820678479116
"ID(ece39)|RATIO(pinj_33r,cerqtit10)",2,0.6681288225886706
"ID(ece39)|RATIO(pinj_33r,prmtan_neped)",2,0.6362826418302269
"ID(ece39)|RATIO(tinj,ece20)",2,0.5685208137642155
"ID(ece39)|RATIO(pinj,bt)",2,0.591687639622243
ID(ece39)|RECIP(cerqtit10),2,0.5123970657257862
ID(ece39)|RECIP(ece39),2,0.6465190930716898
ID(ece39)|RECIP(bt),2,0.5709487141847973
ID(ece39)|LEVEL_RATE(cerqrott12|cerqtit3),2,0.7222959897215077
ID(ece39)|LEVEL_RATE(cerqrott12|ece35),2,0.7181304778304505
ID(ece39)|LEVEL_RATE(cerqrott12|gasc),2,0.7474506378292249
ID(ece39)|LEVEL_RATE(cerqrott12|ip),2,0.7415574482460047
ID(ece39)|LEVEL_RATE(cerqrott13|pinj_33r),2,0.7390704224968793
