shot_id,signal_id,available,n_samples,valid_fraction,time_start_ms,time_end_ms,missing_fraction,source_resolution_ms,notes
160715,ece10,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160715,ece11,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160715,ece12,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160715,ece13,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160715,ece14,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160715,ece15,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160715,ece16,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160715,ece17,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160715,ece18,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160715,ece19,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160715,ece2,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160715,ece20,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160715,ece21,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160715,ece22,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160715,ece23,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160715,ece24,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160715,ece25,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160715,ece26,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160715,ece27,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160715,ece28,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160715,ece29,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160715,ece3,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160715,ece30,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160715,ece31,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160715,ece32,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160715,ece33,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160715,ece34,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160715,ece35,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160715,ece36,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160715,ece37,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160715,ece38,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160715,ece39,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160715,ece4,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160715,ece40,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160715,ece5,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160715,ece6,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160715,ece7,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160715,ece8,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160715,ece9,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160715,fs03da,True,244998,1.0,0.04999925568699837,4899.9899992556875,0.0,0.01999999999998181,
160715,fs04,True,244998,1.0,0.04999925568699837,4899.9899992556875,0.0,0.01999999999998181,
160715,fs04da,True,244998,1.0,0.04999925568699837,4899.9899992556875,0.0,0.01999999999998181,
160715,fs05da,True,244998,1.0,0.04999925568699837,4899.9899992556875,0.0,0.01999999999998181,
160715,gasa,True,2451,1.0,0.0,4900.0,0.0,2.0000000000004547,
160715,gasb,True,2451,1.0,0.0,4900.0,0.0,2.0000000000004547,
160715,gasc,True,2451,1.0,0.0,4900.0,0.0,2.0000000000004547,
160715,gasd,True,2451,1.0,0.0,4900.0,0.0,2.0000000000004547,
160715,ip,True,4900,1.0,1.1102230246251565e-13,4899.0,0.0,1.0,
160715,kappa,True,240,1.0,100.0,4880.0,0.0,20.0,
160715,li,True,240,1.0,100.0,4880.0,0.0,20.0,
160715,pcbcoil,True,4901,1.0,0.0,4899.999987628689,0.0,0.9999999974752427,
160715,pcdiamag3,True,4901,1.0,0.0,4899.999987628689,0.0,0.9999999974752427,
160715,pinj,True,49000,1.0,0.0,4899.900000000001,0.0,0.09999999999990905,
160715,pinj_15l,True,49000,1.0,0.0,4899.900000000001,0.0,0.09999999999990905,
160715,pinj_15r,True,49000,1.0,0.0,4899.900000000001,0.0,0.09999999999990905,
160715,pinj_21l,True,49000,1.0,0.0,4899.900000000001,0.0,0.09999999999990905,
160715,pinj_21r,True,49000,1.0,0.0,4899.900000000001,0.0,0.09999999999990905,
160715,pinj_30l,True,49000,1.0,0.0,4899.900000000001,0.0,0.09999999999990905,
160715,pinj_30r,True,49000,1.0,0.0,4899.900000000001,0.0,0.09999999999990905,
160715,pinj_33l,True,49000,1.0,0.0,4899.900000000001,0.0,0.09999999999990905,
160715,pinj_33r,True,49000,1.0,0.0,4899.900000000001,0.0,0.09999999999990905,
160715,prmtan_neped,True,459,1.0,306.07000732421875,4886.070007324219,0.0,10.0,
160715,prmtan_teped,True,460,1.0,300.4960021972656,4890.496002197266,0.0,10.0,
160715,q95,True,240,1.0,100.0,4880.0,0.0,20.0,
160715,rmaxis,True,240,1.0,100.0,4880.0,0.0,20.0,
160715,rsurf,True,240,1.0,100.0,4880.0,0.0,20.0,
160715,tinj,True,49000,1.0,0.0,4899.900000000001,0.0,0.09999999999990905,
160715,tribot,True,240,1.0,100.0,4880.0,0.0,20.0,
160715,tritop,True,240,1.0,100.0,4880.0,0.0,20.0,
160715,volume,True,240,1.0,100.0,4880.0,0.0,20.0,
160715,vsurf,True,240,1.0,100.0,4880.0,0.0,20.0,
160715,zcur,True,240,1.0,100.0,4880.0,0.0,20.0,
160715,zmaxis,True,240,1.0,100.0,4880.0,0.0,20.0,
160715,zsurf,True,240,1.0,100.0,4880.0,0.0,20.0,
160717,aminor,True,238,1.0,100.0,4840.0,0.0,20.0,
160717,area,True,238,1.0,100.0,4840.0,0.0,20.0,
160717,betan,True,238,1.0,100.0,4840.0,0.0,20.0,
160717,bt,True,4900,1.0,0.0,4899.0,0.0,1.0,
160717,cerqrott10,True,430,1.0,600.0,4890.0,0.0,10.0,
160717,cerqrott11,True,430,1.0,600.0,4890.0,0.0,10.0,
160717,cerqrott12,True,430,1.0,600.0,4890.0,0.0,10.0,
160717,cerqrott13,True,430,1.0,600.0,4890.0,0.0,10.0,
160717,cerqrott3,True,450,1.0,400.0,4890.0,0.0,10.0,
160717,cerqrott6,True,450,1.0,400.0,4890.0,0.0,10.0,
160717,cerqrott8,True,430,1.0,600.0,4890.0,0.0,10.0,
160717,cerqtit10,True,430,1.0,600.0,4890.0,0.0,10.0,
160717,cerqtit11,True,430,1.0,600.0,4890.0,0.0,10.0,
160717,cerqtit12,True,430,1.0,600.0,4890.0,0.0,10.0,
160717,cerqtit13,True,430,1.0,600.0,4890.0,0.0,10.0,
160717,cerqtit3,True,450,1.0,400.0,4890.0,0.0,10.0,
160717,cerqtit6,True,450,1.0,400.0,4890.0,0.0,10.0,
160717,cerqtit8,True,430,1.0,600.0,4890.0,0.0,10.0,
160717,density,True,4799,1.0,100.3175048828125,4898.3175048828125,0.0,1.0,
160717,drsep,True,238,1.0,100.0,4840.0,0.0,20.0,
160717,ece1,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160717,ece10,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160717,ece11,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160717,ece12,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160717,ece13,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160717,ece14,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160717,ece15,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160717,ece16,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160717,ece17,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160717,ece18,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160717,ece19,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160717,ece2,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160717,ece20,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160717,ece21,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160717,ece22,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160717,ece23,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160717,ece24,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160717,ece25,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160717,ece26,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160717,ece27,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160717,ece28,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160717,ece29,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160717,ece3,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160717,ece30,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160717,ece31,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160717,ece32,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160717,ece33,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160717,ece34,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160717,ece35,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160717,ece36,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160717,ece37,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160717,ece38,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160717,ece39,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160717,ece4,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160717,ece40,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160717,ece5,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160717,ece6,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160717,ece7,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160717,ece8,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160717,ece9,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
160717,fs03da,True,244998,1.0,0.04999925568699837,4899.9899992556875,0.0,0.01999999999998181,
160717,fs04,True,244998,1.0,0.04999925568699837,4899.9899992556875,0.0,0.01999999999998181,
160717,fs04da,True,244998,1.0,0.04999925568699837,4899.9899992556875,0.0,0.01999999999998181,
160717,fs05da,True,244998,1.0,0.04999925568699837,4899.9899992556875,0.0,0.01999999999998181,
160717,gasa,True,2451,1.0,0.0,4900.0,0.0,2.0000000000004547,
160717,gasb,True,2451,1.0,0.0,4900.0,0.0,2.0000000000004547,
160717,gasc,True,2451,1.0,0.0,4900.0,0.0,2.0000000000004547,
160717,gasd,True,2451,1.0,0.0,4900.0,0.0,2.0000000000004547,
160717,ip,True,4900,1.0,1.1102230246251565e-13,4899.0,0.0,1.0,
160717,kappa,True,238,1.0,100.0,4840.0,0.0,20.0,
160717,li,True,238,1.0,100.0,4840.0,0.0,20.0,
