coordinate_id,constructor,ordered_operands,operand_roles,family_signature,role_semantics,search_stratum
LEVEL_RATE(ece12|ece16),C6,ece12|ece16,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece12|ece18),C6,ece12|ece18,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece12|ece19),C6,ece12|ece19,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece12|ece20),C6,ece12|ece20,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece12|ece21),C6,ece12|ece21,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece12|ece22),C6,ece12|ece22,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece12|ece25),C6,ece12|ece25,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece12|ece27),C6,ece12|ece27,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece12|ece28),C6,ece12|ece28,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece12|ece29),C6,ece12|ece29,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece12|ece30),C6,ece12|ece30,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece12|ece31),C6,ece12|ece31,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece12|ece33),C6,ece12|ece33,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece12|ece35),C6,ece12|ece35,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece12|ece36),C6,ece12|ece36,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece12|ece37),C6,ece12|ece37,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece12|ece38),C6,ece12|ece38,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece12|ece39),C6,ece12|ece39,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece12|cerqrott3),C6,ece12|cerqrott3,level|rate,ECE|CER,(level_family | rate_family),C6:ECE|CER
LEVEL_RATE(ece12|cerqrott6),C6,ece12|cerqrott6,level|rate,ECE|CER,(level_family | rate_family),C6:ECE|CER
LEVEL_RATE(ece12|cerqrott8),C6,ece12|cerqrott8,level|rate,ECE|CER,(level_family | rate_family),C6:ECE|CER
LEVEL_RATE(ece12|cerqrott10),C6,ece12|cerqrott10,level|rate,ECE|CER,(level_family | rate_family),C6:ECE|CER
LEVEL_RATE(ece12|cerqrott11),C6,ece12|cerqrott11,level|rate,ECE|CER,(level_family | rate_family),C6:ECE|CER
LEVEL_RATE(ece12|cerqrott12),C6,ece12|cerqrott12,level|rate,ECE|CER,(level_family | rate_family),C6:ECE|CER
LEVEL_RATE(ece12|cerqrott13),C6,ece12|cerqrott13,level|rate,ECE|CER,(level_family | rate_family),C6:ECE|CER
LEVEL_RATE(ece12|cerqtit3),C6,ece12|cerqtit3,level|rate,ECE|CER,(level_family | rate_family),C6:ECE|CER
LEVEL_RATE(ece12|cerqtit6),C6,ece12|cerqtit6,level|rate,ECE|CER,(level_family | rate_family),C6:ECE|CER
LEVEL_RATE(ece12|cerqtit8),C6,ece12|cerqtit8,level|rate,ECE|CER,(level_family | rate_family),C6:ECE|CER
LEVEL_RATE(ece12|cerqtit10),C6,ece12|cerqtit10,level|rate,ECE|CER,(level_family | rate_family),C6:ECE|CER
LEVEL_RATE(ece12|cerqtit11),C6,ece12|cerqtit11,level|rate,ECE|CER,(level_family | rate_family),C6:ECE|CER
LEVEL_RATE(ece12|cerqtit12),C6,ece12|cerqtit12,level|rate,ECE|CER,(level_family | rate_family),C6:ECE|CER
LEVEL_RATE(ece12|cerqtit13),C6,ece12|cerqtit13,level|rate,ECE|CER,(level_family | rate_family),C6:ECE|CER
LEVEL_RATE(ece13|bt),C6,ece13|bt,level|rate,ECE|MAG,(level_family | rate_family),C6:ECE|MAG
LEVEL_RATE(ece13|ip),C6,ece13|ip,level|rate,ECE|MAG,(level_family | rate_family),C6:ECE|MAG
LEVEL_RATE(ece13|gasa),C6,ece13|gasa,level|rate,ECE|GAS,(level_family | rate_family),C6:ECE|GAS
LEVEL_RATE(ece13|gasb),C6,ece13|gasb,level|rate,ECE|GAS,(level_family | rate_family),C6:ECE|GAS
LEVEL_RATE(ece13|gasc),C6,ece13|gasc,level|rate,ECE|GAS,(level_family | rate_family),C6:ECE|GAS
LEVEL_RATE(ece13|gasd),C6,ece13|gasd,level|rate,ECE|GAS,(level_family | rate_family),C6:ECE|GAS
LEVEL_RATE(ece13|pinj),C6,ece13|pinj,level|rate,ECE|NBI,(level_family | rate_family),C6:ECE|NBI
LEVEL_RATE(ece13|pinj_15l),C6,ece13|pinj_15l,level|rate,ECE|NBI,(level_family | rate_family),C6:ECE|NBI
LEVEL_RATE(ece13|pinj_30l),C6,ece13|pinj_30l,level|rate,ECE|NBI,(level_family | rate_family),C6:ECE|NBI
LEVEL_RATE(ece13|pinj_30r),C6,ece13|pinj_30r,level|rate,ECE|NBI,(level_family | rate_family),C6:ECE|NBI
LEVEL_RATE(ece13|pinj_33r),C6,ece13|pinj_33r,level|rate,ECE|NBI,(level_family | rate_family),C6:ECE|NBI
LEVEL_RATE(ece13|tinj),C6,ece13|tinj,level|rate,ECE|NBI,(level_family | rate_family),C6:ECE|NBI
LEVEL_RATE(ece13|ece1),C6,ece13|ece1,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece13|ece2),C6,ece13|ece2,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece13|ece3),C6,ece13|ece3,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece13|ece4),C6,ece13|ece4,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece13|ece5),C6,ece13|ece5,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece13|ece6),C6,ece13|ece6,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece13|ece7),C6,ece13|ece7,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece13|ece8),C6,ece13|ece8,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece13|ece9),C6,ece13|ece9,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece13|ece10),C6,ece13|ece10,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece13|ece11),C6,ece13|ece11,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece13|ece12),C6,ece13|ece12,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece13|ece13),C6,ece13|ece13,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece13|ece14),C6,ece13|ece14,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece13|ece15),C6,ece13|ece15,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece13|ece16),C6,ece13|ece16,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece13|ece18),C6,ece13|ece18,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece13|ece19),C6,ece13|ece19,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece13|ece20),C6,ece13|ece20,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece13|ece21),C6,ece13|ece21,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece13|ece22),C6,ece13|ece22,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece13|ece25),C6,ece13|ece25,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece13|ece27),C6,ece13|ece27,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece13|ece28),C6,ece13|ece28,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece13|ece29),C6,ece13|ece29,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece13|ece30),C6,ece13|ece30,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece13|ece31),C6,ece13|ece31,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece13|ece33),C6,ece13|ece33,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece13|ece35),C6,ece13|ece35,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece13|ece36),C6,ece13|ece36,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece13|ece37),C6,ece13|ece37,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece13|ece38),C6,ece13|ece38,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece13|ece39),C6,ece13|ece39,level|rate,ECE|ECE,(level_family | rate_family),C6:ECE|ECE
LEVEL_RATE(ece13|cerqrott3),C6,ece13|cerqrott3,level|rate,ECE|CER,(level_family | rate_family),C6:ECE|CER
LEVEL_RATE(ece13|cerqrott6),C6,ece13|cerqrott6,level|rate,ECE|CER,(level_family | rate_family),C6:ECE|CER
LEVEL_RATE(ece13|cerqrott8),C6,ece13|cerqrott8,level|rate,ECE|CER,(level_family | rate_family),C6:ECE|CER
LEVEL_RATE(ece13|cerqrott10),C6,ece13|cerqrott10,level|rate,ECE|CER,(level_family | rate_family),C6:ECE|CER
LEVEL_RATE(ece13|cerqrott11),C6,ece13|cerqrott11,level|rate,ECE|CER,(level_family | rate_family),C6:ECE|CER
LEVEL_RATE(ece13|cerqrott12),C6,ece13|cerqrott12,level|rate,ECE|CER,(level_family | rate_family),C6:ECE|CER
LEVEL_RATE(ece13|cerqrott13),C6,ece13|cerqrott13,level|rate,ECE|CER,(level_family | rate_family),C6:ECE|CER
LEVEL_RATE(ece13|cerqtit3),C6,ece13|cerqtit3,level|rate,ECE|CER,(level_family | rate_family),C6:ECE|CER
LEVEL_RATE(ece13|cerqtit6),C6,ece13|cerqtit6,level|rate,ECE|CER,(level_family | rate_family),C6:ECE|CER
LEVEL_RATE(ece13|cerqtit8),C6,ece13|cerqtit8,level|rate,ECE|CER,(level_family | rate_family),C6:ECE|CER
LEVEL_RATE(ece13|cerqtit10),C6,ece13|cerqtit10,level|rate,ECE|CER,(level_family | rate_family),C6:ECE|CER
LEVEL_RATE(ece13|cerqtit11),C6,ece13|cerqtit11,level|rate,ECE|CER,(level_family | rate_family),C6:ECE|CER
LEVEL_RATE(ece13|cerqtit12),C6,ece13|cerqtit12,level|rate,ECE|CER,(level_family | rate_family),C6:ECE|CER
LEVEL_RATE(ece13|cerqtit13),C6,ece13|cerqtit13,level|rate,ECE|CER,(level_family | rate_family),C6:ECE|CER
LEVEL_RATE(ece14|bt),C6,ece14|bt,level|rate,ECE|MAG,(level_family | rate_family),C6:ECE|MAG
LEVEL_RATE(ece14|ip),C6,ece14|ip,level|rate,ECE|MAG,(level_family | rate_family),C6:ECE|MAG
LEVEL_RATE(ece14|gasa),C6,ece14|gasa,level|rate,ECE|GAS,(level_family | rate_family),C6:ECE|GAS
LEVEL_RATE(ece14|gasb),C6,ece14|gasb,level|rate,ECE|GAS,(level_family | rate_family),C6:ECE|GAS
LEVEL_RATE(ece14|gasc),C6,ece14|gasc,level|rate,ECE|GAS,(level_family | rate_family),C6:ECE|GAS
LEVEL_RATE(ece14|gasd),C6,ece14|gasd,level|rate,ECE|GAS,(level_family | rate_family),C6:ECE|GAS
LEVEL_RATE(ece14|pinj),C6,ece14|pinj,level|rate,ECE|NBI,(level_family | rate_family),C6:ECE|NBI
LEVEL_RATE(ece14|pinj_15l),C6,ece14|pinj_15l,level|rate,ECE|NBI,(level_family | rate_family),C6:ECE|NBI
