coordinate_id,constructor,operands,primitive_ancestors,n_ancestors,depth,output_dimension,unit_expression,temporal_propagation,temporal_resolution_bound_ms,provenance_lineage,aliasing_flag,upsample_flag,uncalibrated_flag,primary_or_sensitivity,domain_predicate,exact_dependency_member
"RATIO(gasc,cerqtit11)",C3,gasc|cerqtit11,cerqtit11|gasc,2,1,(V)/(eV),V/eV,coarser_of_operands,9.973614775725594,cerqtit11:cer_rotation_ti|gasc:gas_injection,True,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,bt)",C3,gasd|bt,bt|gasd,2,1,(V)/(T),V/T,coarser_of_operands,0.5,bt:magnetics|gasd:gas_injection,True,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,ip)",C3,gasd|ip,gasd|ip,2,1,(V)/(A),V/A,coarser_of_operands,0.5,gasd:gas_injection|ip:magnetics,True,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,prmtan_neped)",C3,gasd|prmtan_neped,gasd|prmtan_neped,2,1,(V)/(m^-3),V/m^-3,coarser_of_operands,13.267605633802816,gasd:gas_injection|prmtan_neped:density,True,True,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,ece1)",C3,gasd|ece1,ece1|gasd,2,1,(V)/(eV),V/eV,coarser_of_operands,0.5,ece1:ece_te_profile|gasd:gas_injection,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,ece2)",C3,gasd|ece2,ece2|gasd,2,1,(V)/(eV),V/eV,coarser_of_operands,0.5,ece2:ece_te_profile|gasd:gas_injection,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,ece3)",C3,gasd|ece3,ece3|gasd,2,1,(V)/(eV),V/eV,coarser_of_operands,0.5,ece3:ece_te_profile|gasd:gas_injection,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,ece4)",C3,gasd|ece4,ece4|gasd,2,1,(V)/(eV),V/eV,coarser_of_operands,0.5,ece4:ece_te_profile|gasd:gas_injection,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,ece5)",C3,gasd|ece5,ece5|gasd,2,1,(V)/(eV),V/eV,coarser_of_operands,0.5,ece5:ece_te_profile|gasd:gas_injection,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,ece6)",C3,gasd|ece6,ece6|gasd,2,1,(V)/(eV),V/eV,coarser_of_operands,0.5,ece6:ece_te_profile|gasd:gas_injection,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,ece7)",C3,gasd|ece7,ece7|gasd,2,1,(V)/(eV),V/eV,coarser_of_operands,0.5,ece7:ece_te_profile|gasd:gas_injection,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,ece8)",C3,gasd|ece8,ece8|gasd,2,1,(V)/(eV),V/eV,coarser_of_operands,0.5,ece8:ece_te_profile|gasd:gas_injection,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,ece9)",C3,gasd|ece9,ece9|gasd,2,1,(V)/(eV),V/eV,coarser_of_operands,0.5,ece9:ece_te_profile|gasd:gas_injection,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,ece10)",C3,gasd|ece10,ece10|gasd,2,1,(V)/(eV),V/eV,coarser_of_operands,0.5,ece10:ece_te_profile|gasd:gas_injection,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,ece11)",C3,gasd|ece11,ece11|gasd,2,1,(V)/(eV),V/eV,coarser_of_operands,0.5,ece11:ece_te_profile|gasd:gas_injection,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,ece12)",C3,gasd|ece12,ece12|gasd,2,1,(V)/(eV),V/eV,coarser_of_operands,0.5,ece12:ece_te_profile|gasd:gas_injection,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,ece13)",C3,gasd|ece13,ece13|gasd,2,1,(V)/(eV),V/eV,coarser_of_operands,0.5,ece13:ece_te_profile|gasd:gas_injection,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,ece14)",C3,gasd|ece14,ece14|gasd,2,1,(V)/(eV),V/eV,coarser_of_operands,0.5,ece14:ece_te_profile|gasd:gas_injection,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,ece15)",C3,gasd|ece15,ece15|gasd,2,1,(V)/(eV),V/eV,coarser_of_operands,0.5,ece15:ece_te_profile|gasd:gas_injection,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,ece16)",C3,gasd|ece16,ece16|gasd,2,1,(V)/(eV),V/eV,coarser_of_operands,0.5,ece16:ece_te_profile|gasd:gas_injection,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,ece17)",C3,gasd|ece17,ece17|gasd,2,1,(V)/(eV),V/eV,coarser_of_operands,0.5,ece17:ece_te_profile|gasd:gas_injection,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,ece18)",C3,gasd|ece18,ece18|gasd,2,1,(V)/(eV),V/eV,coarser_of_operands,0.5,ece18:ece_te_profile|gasd:gas_injection,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,ece19)",C3,gasd|ece19,ece19|gasd,2,1,(V)/(eV),V/eV,coarser_of_operands,0.5,ece19:ece_te_profile|gasd:gas_injection,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,ece20)",C3,gasd|ece20,ece20|gasd,2,1,(V)/(eV),V/eV,coarser_of_operands,0.5,ece20:ece_te_profile|gasd:gas_injection,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,ece21)",C3,gasd|ece21,ece21|gasd,2,1,(V)/(eV),V/eV,coarser_of_operands,0.5,ece21:ece_te_profile|gasd:gas_injection,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,ece22)",C3,gasd|ece22,ece22|gasd,2,1,(V)/(eV),V/eV,coarser_of_operands,0.5,ece22:ece_te_profile|gasd:gas_injection,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,ece23)",C3,gasd|ece23,ece23|gasd,2,1,(V)/(eV),V/eV,coarser_of_operands,0.5,ece23:ece_te_profile|gasd:gas_injection,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,ece24)",C3,gasd|ece24,ece24|gasd,2,1,(V)/(eV),V/eV,coarser_of_operands,0.5,ece24:ece_te_profile|gasd:gas_injection,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,ece25)",C3,gasd|ece25,ece25|gasd,2,1,(V)/(eV),V/eV,coarser_of_operands,0.5,ece25:ece_te_profile|gasd:gas_injection,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,ece26)",C3,gasd|ece26,ece26|gasd,2,1,(V)/(eV),V/eV,coarser_of_operands,0.5,ece26:ece_te_profile|gasd:gas_injection,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,ece27)",C3,gasd|ece27,ece27|gasd,2,1,(V)/(eV),V/eV,coarser_of_operands,0.5,ece27:ece_te_profile|gasd:gas_injection,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,ece28)",C3,gasd|ece28,ece28|gasd,2,1,(V)/(eV),V/eV,coarser_of_operands,0.5,ece28:ece_te_profile|gasd:gas_injection,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,ece29)",C3,gasd|ece29,ece29|gasd,2,1,(V)/(eV),V/eV,coarser_of_operands,0.5,ece29:ece_te_profile|gasd:gas_injection,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,ece30)",C3,gasd|ece30,ece30|gasd,2,1,(V)/(eV),V/eV,coarser_of_operands,0.5,ece30:ece_te_profile|gasd:gas_injection,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,ece31)",C3,gasd|ece31,ece31|gasd,2,1,(V)/(eV),V/eV,coarser_of_operands,0.5,ece31:ece_te_profile|gasd:gas_injection,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,ece32)",C3,gasd|ece32,ece32|gasd,2,1,(V)/(eV),V/eV,coarser_of_operands,0.5,ece32:ece_te_profile|gasd:gas_injection,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,ece33)",C3,gasd|ece33,ece33|gasd,2,1,(V)/(eV),V/eV,coarser_of_operands,0.5,ece33:ece_te_profile|gasd:gas_injection,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,ece34)",C3,gasd|ece34,ece34|gasd,2,1,(V)/(eV),V/eV,coarser_of_operands,0.5,ece34:ece_te_profile|gasd:gas_injection,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,ece35)",C3,gasd|ece35,ece35|gasd,2,1,(V)/(eV),V/eV,coarser_of_operands,0.5,ece35:ece_te_profile|gasd:gas_injection,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,ece36)",C3,gasd|ece36,ece36|gasd,2,1,(V)/(eV),V/eV,coarser_of_operands,0.5,ece36:ece_te_profile|gasd:gas_injection,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,ece37)",C3,gasd|ece37,ece37|gasd,2,1,(V)/(eV),V/eV,coarser_of_operands,0.5,ece37:ece_te_profile|gasd:gas_injection,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,ece38)",C3,gasd|ece38,ece38|gasd,2,1,(V)/(eV),V/eV,coarser_of_operands,0.5,ece38:ece_te_profile|gasd:gas_injection,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,ece39)",C3,gasd|ece39,ece39|gasd,2,1,(V)/(eV),V/eV,coarser_of_operands,0.5,ece39:ece_te_profile|gasd:gas_injection,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,ece40)",C3,gasd|ece40,ece40|gasd,2,1,(V)/(eV),V/eV,coarser_of_operands,0.5,ece40:ece_te_profile|gasd:gas_injection,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,cerqtit3)",C3,gasd|cerqtit3,cerqtit3|gasd,2,1,(V)/(eV),V/eV,coarser_of_operands,10.0,cerqtit3:cer_rotation_ti|gasd:gas_injection,True,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,cerqtit10)",C3,gasd|cerqtit10,cerqtit10|gasd,2,1,(V)/(eV),V/eV,coarser_of_operands,9.973614775725594,cerqtit10:cer_rotation_ti|gasd:gas_injection,True,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(gasd,cerqtit11)",C3,gasd|cerqtit11,cerqtit11|gasd,2,1,(V)/(eV),V/eV,coarser_of_operands,9.973614775725594,cerqtit11:cer_rotation_ti|gasd:gas_injection,True,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,bt)",C3,pinj|bt,bt|pinj,2,1,(W)/(T),W/T,coarser_of_operands,0.4999999999999999,bt:magnetics|pinj:neutral_beams,True,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,ip)",C3,pinj|ip,ip|pinj,2,1,(W)/(A),W/A,coarser_of_operands,0.4999593727147152,ip:magnetics|pinj:neutral_beams,True,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,prmtan_neped)",C3,pinj|prmtan_neped,pinj|prmtan_neped,2,1,(W)/(m^-3),W/m^-3,coarser_of_operands,13.267605633802816,pinj:neutral_beams|prmtan_neped:density,True,True,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,ece1)",C3,pinj|ece1,ece1|pinj,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece1:ece_te_profile|pinj:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,ece2)",C3,pinj|ece2,ece2|pinj,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece2:ece_te_profile|pinj:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,ece3)",C3,pinj|ece3,ece3|pinj,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece3:ece_te_profile|pinj:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,ece4)",C3,pinj|ece4,ece4|pinj,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece4:ece_te_profile|pinj:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,ece5)",C3,pinj|ece5,ece5|pinj,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece5:ece_te_profile|pinj:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,ece6)",C3,pinj|ece6,ece6|pinj,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece6:ece_te_profile|pinj:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,ece7)",C3,pinj|ece7,ece7|pinj,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece7:ece_te_profile|pinj:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,ece8)",C3,pinj|ece8,ece8|pinj,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece8:ece_te_profile|pinj:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,ece9)",C3,pinj|ece9,ece9|pinj,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece9:ece_te_profile|pinj:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,ece10)",C3,pinj|ece10,ece10|pinj,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece10:ece_te_profile|pinj:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,ece11)",C3,pinj|ece11,ece11|pinj,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece11:ece_te_profile|pinj:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,ece12)",C3,pinj|ece12,ece12|pinj,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece12:ece_te_profile|pinj:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,ece13)",C3,pinj|ece13,ece13|pinj,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece13:ece_te_profile|pinj:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,ece14)",C3,pinj|ece14,ece14|pinj,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece14:ece_te_profile|pinj:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,ece15)",C3,pinj|ece15,ece15|pinj,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece15:ece_te_profile|pinj:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,ece16)",C3,pinj|ece16,ece16|pinj,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece16:ece_te_profile|pinj:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,ece17)",C3,pinj|ece17,ece17|pinj,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece17:ece_te_profile|pinj:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,ece18)",C3,pinj|ece18,ece18|pinj,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece18:ece_te_profile|pinj:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,ece19)",C3,pinj|ece19,ece19|pinj,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece19:ece_te_profile|pinj:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,ece20)",C3,pinj|ece20,ece20|pinj,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece20:ece_te_profile|pinj:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,ece21)",C3,pinj|ece21,ece21|pinj,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece21:ece_te_profile|pinj:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,ece22)",C3,pinj|ece22,ece22|pinj,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece22:ece_te_profile|pinj:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,ece23)",C3,pinj|ece23,ece23|pinj,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece23:ece_te_profile|pinj:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,ece24)",C3,pinj|ece24,ece24|pinj,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece24:ece_te_profile|pinj:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,ece25)",C3,pinj|ece25,ece25|pinj,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece25:ece_te_profile|pinj:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,ece26)",C3,pinj|ece26,ece26|pinj,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece26:ece_te_profile|pinj:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,ece27)",C3,pinj|ece27,ece27|pinj,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece27:ece_te_profile|pinj:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,ece28)",C3,pinj|ece28,ece28|pinj,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece28:ece_te_profile|pinj:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,ece29)",C3,pinj|ece29,ece29|pinj,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece29:ece_te_profile|pinj:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,ece30)",C3,pinj|ece30,ece30|pinj,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece30:ece_te_profile|pinj:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,ece31)",C3,pinj|ece31,ece31|pinj,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece31:ece_te_profile|pinj:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,ece32)",C3,pinj|ece32,ece32|pinj,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece32:ece_te_profile|pinj:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,ece33)",C3,pinj|ece33,ece33|pinj,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece33:ece_te_profile|pinj:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,ece34)",C3,pinj|ece34,ece34|pinj,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece34:ece_te_profile|pinj:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,ece35)",C3,pinj|ece35,ece35|pinj,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece35:ece_te_profile|pinj:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,ece36)",C3,pinj|ece36,ece36|pinj,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece36:ece_te_profile|pinj:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,ece37)",C3,pinj|ece37,ece37|pinj,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece37:ece_te_profile|pinj:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,ece38)",C3,pinj|ece38,ece38|pinj,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece38:ece_te_profile|pinj:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,ece39)",C3,pinj|ece39,ece39|pinj,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece39:ece_te_profile|pinj:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,ece40)",C3,pinj|ece40,ece40|pinj,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece40:ece_te_profile|pinj:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,cerqtit3)",C3,pinj|cerqtit3,cerqtit3|pinj,2,1,(W)/(eV),W/eV,coarser_of_operands,10.0,cerqtit3:cer_rotation_ti|pinj:neutral_beams,True,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,cerqtit10)",C3,pinj|cerqtit10,cerqtit10|pinj,2,1,(W)/(eV),W/eV,coarser_of_operands,9.973614775725594,cerqtit10:cer_rotation_ti|pinj:neutral_beams,True,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj,cerqtit11)",C3,pinj|cerqtit11,cerqtit11|pinj,2,1,(W)/(eV),W/eV,coarser_of_operands,9.973614775725594,cerqtit11:cer_rotation_ti|pinj:neutral_beams,True,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj_15l,bt)",C3,pinj_15l|bt,bt|pinj_15l,2,1,(W)/(T),W/T,coarser_of_operands,0.4999999999999999,bt:magnetics|pinj_15l:neutral_beams,True,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj_15l,ip)",C3,pinj_15l|ip,ip|pinj_15l,2,1,(W)/(A),W/A,coarser_of_operands,0.4999593727147152,ip:magnetics|pinj_15l:neutral_beams,True,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj_15l,prmtan_neped)",C3,pinj_15l|prmtan_neped,pinj_15l|prmtan_neped,2,1,(W)/(m^-3),W/m^-3,coarser_of_operands,13.267605633802816,pinj_15l:neutral_beams|prmtan_neped:density,True,True,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj_15l,ece1)",C3,pinj_15l|ece1,ece1|pinj_15l,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece1:ece_te_profile|pinj_15l:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj_15l,ece2)",C3,pinj_15l|ece2,ece2|pinj_15l,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece2:ece_te_profile|pinj_15l:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj_15l,ece3)",C3,pinj_15l|ece3,ece3|pinj_15l,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece3:ece_te_profile|pinj_15l:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj_15l,ece4)",C3,pinj_15l|ece4,ece4|pinj_15l,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece4:ece_te_profile|pinj_15l:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj_15l,ece5)",C3,pinj_15l|ece5,ece5|pinj_15l,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece5:ece_te_profile|pinj_15l:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj_15l,ece6)",C3,pinj_15l|ece6,ece6|pinj_15l,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece6:ece_te_profile|pinj_15l:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj_15l,ece7)",C3,pinj_15l|ece7,ece7|pinj_15l,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece7:ece_te_profile|pinj_15l:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj_15l,ece8)",C3,pinj_15l|ece8,ece8|pinj_15l,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece8:ece_te_profile|pinj_15l:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj_15l,ece9)",C3,pinj_15l|ece9,ece9|pinj_15l,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece9:ece_te_profile|pinj_15l:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj_15l,ece10)",C3,pinj_15l|ece10,ece10|pinj_15l,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece10:ece_te_profile|pinj_15l:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj_15l,ece11)",C3,pinj_15l|ece11,ece11|pinj_15l,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece11:ece_te_profile|pinj_15l:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj_15l,ece12)",C3,pinj_15l|ece12,ece12|pinj_15l,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece12:ece_te_profile|pinj_15l:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj_15l,ece13)",C3,pinj_15l|ece13,ece13|pinj_15l,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece13:ece_te_profile|pinj_15l:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
"RATIO(pinj_15l,ece14)",C3,pinj_15l|ece14,ece14|pinj_15l,2,1,(W)/(eV),W/eV,coarser_of_operands,0.2,ece14:ece_te_profile|pinj_15l:neutral_beams,False,False,False,PRIMARY,DOMAIN_DENOMINATOR_NONZERO,
