coordinate_id,constructor
"PROD(cerqrott11,cerqtit6)",C2
"PROD(cerqrott11,cerqtit8)",C2
"PROD(cerqrott11,cerqtit10)",C2
"PROD(cerqrott11,cerqtit11)",C2
"PROD(cerqrott11,cerqtit12)",C2
"PROD(cerqrott11,cerqtit13)",C2
"PROD(cerqrott12,cerqrott12)",C2
"PROD(cerqrott12,cerqrott13)",C2
"PROD(cerqrott12,cerqtit3)",C2
"PROD(cerqrott12,cerqtit6)",C2
"PROD(cerqrott12,cerqtit8)",C2
"PROD(cerqrott12,cerqtit10)",C2
"PROD(cerqrott12,cerqtit11)",C2
"PROD(cerqrott12,cerqtit12)",C2
"PROD(cerqrott12,cerqtit13)",C2
"PROD(cerqtit3,cerqtit3)",C2
"PROD(cerqtit3,cerqtit6)",C2
"PROD(cerqtit3,cerqtit8)",C2
"PROD(cerqtit3,cerqtit10)",C2
"PROD(cerqtit3,cerqtit11)",C2
"PROD(cerqtit3,cerqtit12)",C2
"PROD(cerqtit6,cerqtit6)",C2
"PROD(cerqtit6,cerqtit8)",C2
"PROD(cerqtit6,cerqtit10)",C2
"PROD(cerqtit6,cerqtit11)",C2
"PROD(cerqtit6,cerqtit12)",C2
"PROD(cerqtit8,cerqtit8)",C2
"PROD(cerqtit8,cerqtit10)",C2
"PROD(cerqtit8,cerqtit11)",C2
"PROD(cerqtit8,cerqtit12)",C2
"PROD(cerqtit10,cerqtit10)",C2
"PROD(cerqtit10,cerqtit11)",C2
"PROD(cerqtit10,cerqtit12)",C2
"PROD(cerqtit11,cerqtit11)",C2
"PROD(cerqtit11,cerqtit12)",C2
"PROD(cerqtit12,cerqtit12)",C2
"RATIO(bt,ip)",C3
"RATIO(bt,ece1)",C3
"RATIO(bt,ece38)",C3
"RATIO(bt,ece39)",C3
"RATIO(bt,cerqtit3)",C3
"RATIO(bt,cerqtit10)",C3
"RATIO(bt,cerqtit11)",C3
"RATIO(ip,bt)",C3
"RATIO(ip,ece38)",C3
"RATIO(ip,ece39)",C3
"RATIO(ip,cerqtit3)",C3
"RATIO(ip,cerqtit10)",C3
"RATIO(ip,cerqtit11)",C3
"RATIO(prmtan_neped,bt)",C3
"RATIO(prmtan_neped,ip)",C3
"RATIO(prmtan_neped,ece38)",C3
"RATIO(prmtan_neped,ece39)",C3
"RATIO(prmtan_neped,cerqtit3)",C3
"RATIO(fs03da,cerqtit3)",C3
"RATIO(gasc,bt)",C3
"RATIO(gasc,ip)",C3
"RATIO(gasc,prmtan_neped)",C3
"RATIO(gasc,ece1)",C3
"RATIO(gasc,ece9)",C3
"RATIO(gasc,ece29)",C3
"RATIO(gasc,ece30)",C3
"RATIO(gasc,ece33)",C3
"RATIO(gasc,ece35)",C3
"RATIO(gasc,ece36)",C3
"RATIO(gasc,ece37)",C3
"RATIO(gasc,ece38)",C3
"RATIO(gasc,ece39)",C3
"RATIO(gasc,cerqtit3)",C3
"RATIO(gasc,cerqtit10)",C3
"RATIO(gasc,cerqtit11)",C3
"RATIO(pinj,bt)",C3
"RATIO(pinj,ip)",C3
"RATIO(pinj,ece1)",C3
"RATIO(pinj,ece38)",C3
"RATIO(pinj,ece39)",C3
"RATIO(pinj,cerqtit3)",C3
"RATIO(pinj,cerqtit10)",C3
"RATIO(pinj_15l,bt)",C3
"RATIO(pinj_15l,ip)",C3
"RATIO(pinj_15l,ece1)",C3
"RATIO(pinj_15l,ece18)",C3
"RATIO(pinj_15l,ece38)",C3
"RATIO(pinj_15l,ece39)",C3
"RATIO(pinj_15l,cerqtit3)",C3
"RATIO(pinj_15l,cerqtit10)",C3
"RATIO(pinj_15l,cerqtit11)",C3
"RATIO(pinj_30l,bt)",C3
"RATIO(pinj_30l,ip)",C3
"RATIO(pinj_30l,ece1)",C3
"RATIO(pinj_30l,ece27)",C3
"RATIO(pinj_30l,ece29)",C3
"RATIO(pinj_30l,ece30)",C3
"RATIO(pinj_30l,ece31)",C3
"RATIO(pinj_30l,ece35)",C3
"RATIO(pinj_30l,ece36)",C3
"RATIO(pinj_30l,ece37)",C3
"RATIO(pinj_30l,ece38)",C3
"RATIO(pinj_30l,ece39)",C3
"RATIO(pinj_30l,cerqtit3)",C3
"RATIO(pinj_30l,cerqtit10)",C3
"RATIO(pinj_30l,cerqtit11)",C3
"RATIO(pinj_33r,bt)",C3
"RATIO(pinj_33r,ip)",C3
"RATIO(pinj_33r,prmtan_neped)",C3
"RATIO(pinj_33r,ece1)",C3
"RATIO(pinj_33r,ece18)",C3
"RATIO(pinj_33r,ece22)",C3
"RATIO(pinj_33r,ece27)",C3
"RATIO(pinj_33r,ece29)",C3
"RATIO(pinj_33r,ece33)",C3
"RATIO(pinj_33r,ece37)",C3
"RATIO(pinj_33r,ece38)",C3
"RATIO(pinj_33r,ece39)",C3
"RATIO(pinj_33r,cerqtit3)",C3
"RATIO(pinj_33r,cerqtit10)",C3
"RATIO(pinj_33r,cerqtit11)",C3
"RATIO(tinj,bt)",C3
"RATIO(tinj,ip)",C3
"RATIO(tinj,ece1)",C3
"RATIO(tinj,ece18)",C3
"RATIO(tinj,ece20)",C3
"RATIO(tinj,ece38)",C3
"RATIO(tinj,ece39)",C3
"RATIO(tinj,cerqtit3)",C3
"RATIO(tinj,cerqtit10)",C3
"RATIO(ece1,bt)",C3
"RATIO(ece1,ip)",C3
"RATIO(ece1,ece20)",C3
"RATIO(ece1,ece29)",C3
"RATIO(ece1,ece30)",C3
"RATIO(ece1,ece31)",C3
"RATIO(ece1,ece35)",C3
"RATIO(ece1,ece36)",C3
"RATIO(ece1,ece37)",C3
"RATIO(ece1,ece38)",C3
"RATIO(ece1,ece39)",C3
"RATIO(ece1,cerqtit3)",C3
"RATIO(ece2,bt)",C3
"RATIO(ece2,ip)",C3
"RATIO(ece2,ece20)",C3
"RATIO(ece2,ece21)",C3
"RATIO(ece2,ece30)",C3
"RATIO(ece2,ece31)",C3
"RATIO(ece2,ece33)",C3
"RATIO(ece2,ece35)",C3
"RATIO(ece2,ece36)",C3
"RATIO(ece2,ece37)",C3
"RATIO(ece2,ece38)",C3
"RATIO(ece2,cerqtit3)",C3
"RATIO(ece3,bt)",C3
"RATIO(ece3,ip)",C3
"RATIO(ece3,ece15)",C3
"RATIO(ece3,ece16)",C3
"RATIO(ece3,ece20)",C3
"RATIO(ece3,ece29)",C3
"RATIO(ece3,ece30)",C3
"RATIO(ece3,ece31)",C3
"RATIO(ece3,ece35)",C3
"RATIO(ece3,ece36)",C3
"RATIO(ece3,ece37)",C3
"RATIO(ece3,ece38)",C3
"RATIO(ece3,cerqtit3)",C3
"RATIO(ece3,cerqtit10)",C3
"RATIO(ece4,bt)",C3
"RATIO(ece4,ip)",C3
"RATIO(ece4,ece15)",C3
"RATIO(ece4,ece20)",C3
"RATIO(ece4,ece29)",C3
"RATIO(ece4,ece35)",C3
"RATIO(ece4,ece36)",C3
"RATIO(ece4,ece37)",C3
"RATIO(ece4,ece38)",C3
"RATIO(ece4,cerqtit3)",C3
"RATIO(ece4,cerqtit10)",C3
"RATIO(ece5,bt)",C3
"RATIO(ece5,ip)",C3
"RATIO(ece5,ece35)",C3
"RATIO(ece5,ece36)",C3
"RATIO(ece5,ece37)",C3
"RATIO(ece5,ece38)",C3
"RATIO(ece6,bt)",C3
"RATIO(ece6,ip)",C3
"RATIO(ece6,ece25)",C3
"RATIO(ece6,ece29)",C3
"RATIO(ece6,ece36)",C3
"RATIO(ece6,ece37)",C3
"RATIO(ece6,ece38)",C3
"RATIO(ece6,cerqtit3)",C3
"RATIO(ece7,bt)",C3
"RATIO(ece7,ip)",C3
"RATIO(ece7,ece25)",C3
"RATIO(ece7,ece29)",C3
"RATIO(ece7,ece31)",C3
"RATIO(ece7,ece37)",C3
"RATIO(ece7,ece38)",C3
"RATIO(ece7,cerqtit3)",C3
"RATIO(ece8,bt)",C3
"RATIO(ece8,ip)",C3
"RATIO(ece8,ece25)",C3
"RATIO(ece8,ece29)",C3
"RATIO(ece8,ece38)",C3
"RATIO(ece8,cerqtit3)",C3
"RATIO(ece9,bt)",C3
"RATIO(ece9,ip)",C3
"RATIO(ece9,ece25)",C3
"RATIO(ece9,ece29)",C3
"RATIO(ece9,ece31)",C3
"RATIO(ece9,ece36)",C3
"RATIO(ece9,ece37)",C3
"RATIO(ece9,ece38)",C3
"RATIO(ece9,cerqtit3)",C3
"RATIO(ece10,bt)",C3
"RATIO(ece10,ip)",C3
"RATIO(ece10,ece31)",C3
"RATIO(ece10,ece35)",C3
"RATIO(ece10,ece36)",C3
"RATIO(ece10,ece37)",C3
"RATIO(ece10,ece38)",C3
"RATIO(ece10,cerqtit3)",C3
"RATIO(ece11,bt)",C3
"RATIO(ece11,ip)",C3
"RATIO(ece11,ece35)",C3
"RATIO(ece11,ece36)",C3
"RATIO(ece11,ece37)",C3
"RATIO(ece11,ece38)",C3
"RATIO(ece11,cerqtit3)",C3
"RATIO(ece11,cerqtit10)",C3
"RATIO(ece12,bt)",C3
"RATIO(ece12,ece36)",C3
"RATIO(ece14,bt)",C3
"RATIO(ece14,ip)",C3
"RATIO(ece14,ece35)",C3
"RATIO(ece14,ece36)",C3
"RATIO(ece15,bt)",C3
"RATIO(ece15,ip)",C3
"RATIO(ece15,ece25)",C3
"RATIO(ece15,ece29)",C3
"RATIO(ece15,ece30)",C3
"RATIO(ece15,ece31)",C3
"RATIO(ece15,ece33)",C3
"RATIO(ece15,ece35)",C3
"RATIO(ece15,ece36)",C3
"RATIO(ece15,cerqtit3)",C3
"RATIO(ece15,cerqtit11)",C3
"RATIO(ece16,cerqtit3)",C3
"RATIO(ece16,cerqtit11)",C3
"RATIO(ece18,cerqtit3)",C3
"RATIO(ece18,cerqtit10)",C3
"RATIO(ece19,bt)",C3
"RATIO(ece19,ip)",C3
"RATIO(ece19,cerqtit3)",C3
"RATIO(ece19,cerqtit10)",C3
"RATIO(ece19,cerqtit11)",C3
"RATIO(ece20,bt)",C3
"RATIO(ece20,ip)",C3
"RATIO(ece20,cerqtit3)",C3
"RATIO(ece20,cerqtit10)",C3
"RATIO(ece20,cerqtit11)",C3
"RATIO(ece21,bt)",C3
"RATIO(ece21,ip)",C3
"RATIO(ece21,ece37)",C3
"RATIO(ece21,ece38)",C3
"RATIO(ece21,cerqtit3)",C3
"RATIO(ece21,cerqtit10)",C3
"RATIO(ece21,cerqtit11)",C3
"RATIO(ece22,bt)",C3
"RATIO(ece22,ip)",C3
"RATIO(ece22,ece39)",C3
"RATIO(ece22,cerqtit3)",C3
"RATIO(ece22,cerqtit10)",C3
"RATIO(ece22,cerqtit11)",C3
"RATIO(ece25,bt)",C3
"RATIO(ece25,ip)",C3
"RATIO(ece25,cerqtit3)",C3
"RATIO(ece25,cerqtit10)",C3
"RATIO(ece25,cerqtit11)",C3
"RATIO(ece27,bt)",C3
"RATIO(ece27,ip)",C3
"RATIO(ece27,cerqtit3)",C3
"RATIO(ece27,cerqtit10)",C3
"RATIO(ece27,cerqtit11)",C3
"RATIO(ece28,bt)",C3
"RATIO(ece28,ip)",C3
"RATIO(ece28,cerqtit3)",C3
"RATIO(ece28,cerqtit10)",C3
"RATIO(ece28,cerqtit11)",C3
"RATIO(ece29,bt)",C3
"RATIO(ece29,ip)",C3
"RATIO(ece29,ece36)",C3
"RATIO(ece29,ece39)",C3
"RATIO(ece29,cerqtit3)",C3
"RATIO(ece29,cerqtit10)",C3
"RATIO(ece29,cerqtit11)",C3
"RATIO(ece30,bt)",C3
"RATIO(ece30,ip)",C3
"RATIO(ece30,ece39)",C3
"RATIO(ece30,cerqtit3)",C3
"RATIO(ece30,cerqtit10)",C3
"RATIO(ece30,cerqtit11)",C3
"RATIO(ece31,bt)",C3
"RATIO(ece31,ip)",C3
"RATIO(ece31,cerqtit3)",C3
"RATIO(ece31,cerqtit10)",C3
"RATIO(ece31,cerqtit11)",C3
"RATIO(ece33,cerqtit3)",C3
"RATIO(ece33,cerqtit10)",C3
"RATIO(ece33,cerqtit11)",C3
"RATIO(ece35,bt)",C3
"RATIO(ece35,ip)",C3
"RATIO(ece35,cerqtit3)",C3
"RATIO(ece35,cerqtit10)",C3
"RATIO(ece35,cerqtit11)",C3
"RATIO(ece36,bt)",C3
"RATIO(ece36,ip)",C3
"RATIO(ece36,cerqtit3)",C3
"RATIO(ece36,cerqtit10)",C3
"RATIO(ece36,cerqtit11)",C3
"RATIO(ece37,bt)",C3
"RATIO(ece37,ip)",C3
"RATIO(ece37,cerqtit3)",C3
"RATIO(ece37,cerqtit10)",C3
"RATIO(ece37,cerqtit11)",C3
"RATIO(ece38,bt)",C3
"RATIO(ece38,ip)",C3
"RATIO(ece38,cerqtit3)",C3
"RATIO(ece38,cerqtit10)",C3
"RATIO(ece38,cerqtit11)",C3
"RATIO(ece39,bt)",C3
"RATIO(ece39,ip)",C3
"RATIO(ece39,cerqtit3)",C3
"RATIO(ece39,cerqtit10)",C3
"RATIO(cerqrott3,bt)",C3
"RATIO(cerqrott3,ip)",C3
"RATIO(cerqrott3,ece20)",C3
"RATIO(cerqrott3,ece38)",C3
"RATIO(cerqrott3,ece39)",C3
"RATIO(cerqrott3,cerqtit3)",C3
"RATIO(cerqrott3,cerqtit10)",C3
"RATIO(cerqrott3,cerqtit11)",C3
"RATIO(cerqrott6,bt)",C3
"RATIO(cerqrott6,ip)",C3
"RATIO(cerqrott6,ece39)",C3
"RATIO(cerqrott6,cerqtit3)",C3
"RATIO(cerqrott6,cerqtit10)",C3
"RATIO(cerqrott6,cerqtit11)",C3
"RATIO(cerqrott8,bt)",C3
"RATIO(cerqrott8,ip)",C3
"RATIO(cerqrott8,ece38)",C3
"RATIO(cerqrott8,ece39)",C3
"RATIO(cerqrott8,cerqtit3)",C3
"RATIO(cerqrott8,cerqtit10)",C3
"RATIO(cerqrott8,cerqtit11)",C3
"RATIO(cerqrott10,bt)",C3
"RATIO(cerqrott10,ip)",C3
"RATIO(cerqrott10,ece35)",C3
"RATIO(cerqrott10,ece38)",C3
"RATIO(cerqrott10,ece39)",C3
"RATIO(cerqrott10,cerqtit3)",C3
"RATIO(cerqrott10,cerqtit10)",C3
"RATIO(cerqrott10,cerqtit11)",C3
"RATIO(cerqrott11,bt)",C3
"RATIO(cerqrott11,ip)",C3
"RATIO(cerqrott11,prmtan_neped)",C3
"RATIO(cerqrott11,ece27)",C3
"RATIO(cerqrott11,ece35)",C3
"RATIO(cerqrott11,ece38)",C3
"RATIO(cerqrott11,ece39)",C3
"RATIO(cerqrott11,cerqtit3)",C3
"RATIO(cerqrott11,cerqtit10)",C3
"RATIO(cerqrott11,cerqtit11)",C3
"RATIO(cerqrott12,bt)",C3
"RATIO(cerqrott12,ip)",C3
"RATIO(cerqrott12,prmtan_neped)",C3
"RATIO(cerqrott12,ece1)",C3
"RATIO(cerqrott12,ece27)",C3
"RATIO(cerqrott12,ece35)",C3
"RATIO(cerqrott12,ece37)",C3
"RATIO(cerqrott12,ece38)",C3
"RATIO(cerqrott12,ece39)",C3
"RATIO(cerqrott12,cerqtit3)",C3
"RATIO(cerqrott12,cerqtit10)",C3
"RATIO(cerqrott12,cerqtit11)",C3
"RATIO(cerqrott13,ece1)",C3
"RATIO(cerqrott13,ece2)",C3
"RATIO(cerqrott13,ece3)",C3
"RATIO(cerqrott13,ece4)",C3
"RATIO(cerqrott13,ece5)",C3
"RATIO(cerqtit3,bt)",C3
"RATIO(cerqtit3,ip)",C3
"RATIO(cerqtit3,ece38)",C3
"RATIO(cerqtit3,ece39)",C3
"RATIO(cerqtit6,bt)",C3
"RATIO(cerqtit6,ip)",C3
"RATIO(cerqtit6,ece38)",C3
"RATIO(cerqtit6,ece39)",C3
"RATIO(cerqtit6,cerqtit3)",C3
"RATIO(cerqtit8,bt)",C3
"RATIO(cerqtit8,ip)",C3
"RATIO(cerqtit8,ece38)",C3
"RATIO(cerqtit8,ece39)",C3
"RATIO(cerqtit8,cerqtit3)",C3
"RATIO(cerqtit10,bt)",C3
"RATIO(cerqtit10,ip)",C3
"RATIO(cerqtit10,ece38)",C3
"RATIO(cerqtit10,ece39)",C3
"RATIO(cerqtit10,cerqtit3)",C3
"RATIO(cerqtit11,bt)",C3
"RATIO(cerqtit11,ip)",C3
"RATIO(cerqtit11,ece38)",C3
"RATIO(cerqtit11,ece39)",C3
"RATIO(cerqtit11,cerqtit3)",C3
"RATIO(cerqtit12,bt)",C3
"RATIO(cerqtit12,ip)",C3
"RATIO(cerqtit12,ece38)",C3
"RATIO(cerqtit12,ece39)",C3
"RATIO(cerqtit12,cerqtit3)",C3
"RATIO(cerqtit12,cerqtit10)",C3
RECIP(bt),C5
RECIP(ip),C5
RECIP(ece1),C5
RECIP(ece38),C5
RECIP(ece39),C5
RECIP(cerqtit3),C5
RECIP(cerqtit10),C5
RECIP(cerqtit11),C5
LEVEL_RATE(bt|ip),C6
LEVEL_RATE(bt|gasc),C6
LEVEL_RATE(bt|pinj),C6
LEVEL_RATE(bt|pinj_15l),C6
LEVEL_RATE(bt|pinj_30l),C6
LEVEL_RATE(bt|pinj_33r),C6
LEVEL_RATE(bt|tinj),C6
LEVEL_RATE(bt|ece1),C6
LEVEL_RATE(bt|ece20),C6
LEVEL_RATE(bt|cerqrott3),C6
LEVEL_RATE(bt|cerqrott6),C6
LEVEL_RATE(bt|cerqrott8),C6
LEVEL_RATE(bt|cerqrott10),C6
LEVEL_RATE(bt|cerqrott11),C6
LEVEL_RATE(bt|cerqrott12),C6
LEVEL_RATE(bt|cerqrott13),C6
LEVEL_RATE(bt|cerqtit3),C6
LEVEL_RATE(bt|cerqtit12),C6
LEVEL_RATE(ip|ip),C6
LEVEL_RATE(ip|gasc),C6
LEVEL_RATE(ip|pinj),C6
LEVEL_RATE(ip|pinj_15l),C6
LEVEL_RATE(ip|pinj_30l),C6
LEVEL_RATE(ip|pinj_33r),C6
LEVEL_RATE(ip|tinj),C6
LEVEL_RATE(ip|ece1),C6
LEVEL_RATE(ip|ece20),C6
LEVEL_RATE(ip|cerqrott3),C6
LEVEL_RATE(ip|cerqrott6),C6
LEVEL_RATE(ip|cerqrott8),C6
LEVEL_RATE(ip|cerqrott10),C6
LEVEL_RATE(ip|cerqrott11),C6
LEVEL_RATE(ip|cerqrott12),C6
LEVEL_RATE(ip|cerqrott13),C6
LEVEL_RATE(ip|cerqtit3),C6
LEVEL_RATE(ip|cerqtit12),C6
LEVEL_RATE(prmtan_neped|gasc),C6
LEVEL_RATE(prmtan_neped|pinj),C6
LEVEL_RATE(prmtan_neped|pinj_33r),C6
LEVEL_RATE(prmtan_neped|ece19),C6
LEVEL_RATE(prmtan_neped|cerqrott3),C6
LEVEL_RATE(prmtan_neped|cerqrott6),C6
LEVEL_RATE(prmtan_neped|cerqrott11),C6
LEVEL_RATE(prmtan_neped|cerqrott12),C6
LEVEL_RATE(prmtan_neped|cerqrott13),C6
LEVEL_RATE(prmtan_neped|cerqtit3),C6
LEVEL_RATE(prmtan_teped|gasc),C6
LEVEL_RATE(prmtan_teped|pinj),C6
LEVEL_RATE(prmtan_teped|pinj_33r),C6
LEVEL_RATE(prmtan_teped|tinj),C6
LEVEL_RATE(prmtan_teped|cerqrott3),C6
LEVEL_RATE(prmtan_teped|cerqrott6),C6
LEVEL_RATE(prmtan_teped|cerqrott13),C6
LEVEL_RATE(fs04|bt),C6
LEVEL_RATE(fs04|pinj_30l),C6
LEVEL_RATE(fs04|pinj_33r),C6
LEVEL_RATE(fs03da|pinj),C6
LEVEL_RATE(fs03da|pinj_15l),C6
LEVEL_RATE(fs05da|pinj_30l),C6
LEVEL_RATE(gasa|pinj_33r),C6
LEVEL_RATE(gasc|bt),C6
LEVEL_RATE(gasc|ip),C6
LEVEL_RATE(gasc|gasc),C6
LEVEL_RATE(gasc|pinj_15l),C6
LEVEL_RATE(gasc|pinj_33r),C6
LEVEL_RATE(gasc|ece20),C6
LEVEL_RATE(gasc|cerqrott3),C6
LEVEL_RATE(gasc|cerqrott6),C6
LEVEL_RATE(gasc|cerqrott8),C6
LEVEL_RATE(gasc|cerqrott10),C6
LEVEL_RATE(gasc|cerqrott11),C6
LEVEL_RATE(gasd|pinj_15l),C6
LEVEL_RATE(gasd|pinj_33r),C6
LEVEL_RATE(pinj|bt),C6
LEVEL_RATE(pinj|ip),C6
LEVEL_RATE(pinj|gasc),C6
LEVEL_RATE(pinj|pinj),C6
LEVEL_RATE(pinj|pinj_30l),C6
LEVEL_RATE(pinj|pinj_33r),C6
LEVEL_RATE(pinj|tinj),C6
LEVEL_RATE(pinj|ece1),C6
LEVEL_RATE(pinj|cerqrott10),C6
LEVEL_RATE(pinj|cerqrott11),C6
LEVEL_RATE(pinj|cerqrott12),C6
LEVEL_RATE(pinj_15l|bt),C6
LEVEL_RATE(pinj_15l|ip),C6
LEVEL_RATE(pinj_15l|gasc),C6
LEVEL_RATE(pinj_15l|pinj),C6
LEVEL_RATE(pinj_15l|pinj_15l),C6
LEVEL_RATE(pinj_15l|pinj_30l),C6
LEVEL_RATE(pinj_15l|pinj_30r),C6
LEVEL_RATE(pinj_15l|pinj_33r),C6
LEVEL_RATE(pinj_15l|tinj),C6
LEVEL_RATE(pinj_15l|ece1),C6
LEVEL_RATE(pinj_15l|cerqrott3),C6
LEVEL_RATE(pinj_15l|cerqrott6),C6
LEVEL_RATE(pinj_15l|cerqrott8),C6
LEVEL_RATE(pinj_15l|cerqrott10),C6
LEVEL_RATE(pinj_15l|cerqrott11),C6
LEVEL_RATE(pinj_15l|cerqrott12),C6
LEVEL_RATE(pinj_15l|cerqrott13),C6
LEVEL_RATE(pinj_15l|cerqtit3),C6
LEVEL_RATE(pinj_15l|cerqtit12),C6
LEVEL_RATE(pinj_30l|ip),C6
LEVEL_RATE(pinj_30l|gasc),C6
LEVEL_RATE(pinj_30l|pinj),C6
LEVEL_RATE(pinj_30l|pinj_30l),C6
LEVEL_RATE(pinj_30l|pinj_33r),C6
LEVEL_RATE(pinj_30l|tinj),C6
LEVEL_RATE(pinj_30l|cerqrott3),C6
LEVEL_RATE(pinj_30l|cerqrott10),C6
LEVEL_RATE(pinj_30l|cerqrott11),C6
LEVEL_RATE(pinj_30l|cerqrott12),C6
LEVEL_RATE(pinj_30l|cerqtit3),C6
LEVEL_RATE(pinj_33r|bt),C6
LEVEL_RATE(pinj_33r|ip),C6
LEVEL_RATE(pinj_33r|gasc),C6
LEVEL_RATE(pinj_33r|pinj),C6
LEVEL_RATE(pinj_33r|pinj_15l),C6
LEVEL_RATE(pinj_33r|pinj_30l),C6
LEVEL_RATE(pinj_33r|pinj_33r),C6
LEVEL_RATE(pinj_33r|tinj),C6
LEVEL_RATE(pinj_33r|ece1),C6
LEVEL_RATE(pinj_33r|ece15),C6
LEVEL_RATE(pinj_33r|ece30),C6
LEVEL_RATE(pinj_33r|cerqrott3),C6
LEVEL_RATE(pinj_33r|cerqrott6),C6
LEVEL_RATE(pinj_33r|cerqrott8),C6
LEVEL_RATE(pinj_33r|cerqrott10),C6
LEVEL_RATE(pinj_33r|cerqrott11),C6
LEVEL_RATE(pinj_33r|cerqrott12),C6
LEVEL_RATE(pinj_33r|cerqrott13),C6
LEVEL_RATE(pinj_33r|cerqtit3),C6
LEVEL_RATE(pinj_33r|cerqtit12),C6
LEVEL_RATE(tinj|bt),C6
LEVEL_RATE(tinj|ip),C6
LEVEL_RATE(tinj|gasc),C6
LEVEL_RATE(tinj|pinj),C6
LEVEL_RATE(tinj|pinj_30l),C6
LEVEL_RATE(tinj|pinj_33r),C6
LEVEL_RATE(tinj|tinj),C6
LEVEL_RATE(tinj|ece1),C6
LEVEL_RATE(tinj|cerqrott10),C6
LEVEL_RATE(tinj|cerqrott11),C6
LEVEL_RATE(tinj|cerqrott12),C6
LEVEL_RATE(tinj|cerqrott13),C6
LEVEL_RATE(tinj|cerqtit12),C6
LEVEL_RATE(ece1|ip),C6
LEVEL_RATE(ece1|gasc),C6
LEVEL_RATE(ece1|pinj),C6
LEVEL_RATE(ece1|pinj_30l),C6
LEVEL_RATE(ece1|pinj_33r),C6
LEVEL_RATE(ece1|tinj),C6
LEVEL_RATE(ece1|ece1),C6
LEVEL_RATE(ece1|ece35),C6
LEVEL_RATE(ece1|ece38),C6
LEVEL_RATE(ece1|ece39),C6
LEVEL_RATE(ece1|cerqrott3),C6
LEVEL_RATE(ece1|cerqrott6),C6
LEVEL_RATE(ece1|cerqrott8),C6
LEVEL_RATE(ece1|cerqrott10),C6
LEVEL_RATE(ece1|cerqrott11),C6
LEVEL_RATE(ece1|cerqrott12),C6
LEVEL_RATE(ece1|cerqrott13),C6
LEVEL_RATE(ece1|cerqtit3),C6
LEVEL_RATE(ece1|cerqtit12),C6
LEVEL_RATE(ece2|ip),C6
LEVEL_RATE(ece2|gasc),C6
LEVEL_RATE(ece2|pinj),C6
LEVEL_RATE(ece2|pinj_30l),C6
LEVEL_RATE(ece2|pinj_33r),C6
LEVEL_RATE(ece2|tinj),C6
LEVEL_RATE(ece2|ece1),C6
LEVEL_RATE(ece2|cerqrott3),C6
LEVEL_RATE(ece2|cerqrott10),C6
LEVEL_RATE(ece2|cerqrott11),C6
LEVEL_RATE(ece2|cerqrott12),C6
LEVEL_RATE(ece2|cerqrott13),C6
LEVEL_RATE(ece2|cerqtit3),C6
LEVEL_RATE(ece3|ip),C6
LEVEL_RATE(ece3|gasc),C6
LEVEL_RATE(ece3|pinj),C6
LEVEL_RATE(ece3|pinj_30l),C6
LEVEL_RATE(ece3|pinj_33r),C6
LEVEL_RATE(ece3|tinj),C6
LEVEL_RATE(ece3|ece1),C6
LEVEL_RATE(ece3|ece14),C6
LEVEL_RATE(ece3|ece15),C6
LEVEL_RATE(ece3|cerqrott3),C6
LEVEL_RATE(ece3|cerqrott10),C6
LEVEL_RATE(ece3|cerqrott11),C6
LEVEL_RATE(ece3|cerqrott12),C6
LEVEL_RATE(ece3|cerqtit3),C6
LEVEL_RATE(ece4|ip),C6
LEVEL_RATE(ece4|gasc),C6
LEVEL_RATE(ece4|pinj),C6
LEVEL_RATE(ece4|pinj_33r),C6
LEVEL_RATE(ece4|tinj),C6
LEVEL_RATE(ece4|ece1),C6
LEVEL_RATE(ece4|cerqrott3),C6
LEVEL_RATE(ece4|cerqrott10),C6
LEVEL_RATE(ece4|cerqrott11),C6
LEVEL_RATE(ece4|cerqrott12),C6
LEVEL_RATE(ece4|cerqtit3),C6
LEVEL_RATE(ece4|cerqtit12),C6
LEVEL_RATE(ece5|ip),C6
LEVEL_RATE(ece5|gasc),C6
LEVEL_RATE(ece5|pinj),C6
LEVEL_RATE(ece5|pinj_33r),C6
LEVEL_RATE(ece5|tinj),C6
LEVEL_RATE(ece5|ece1),C6
LEVEL_RATE(ece5|ece13),C6
LEVEL_RATE(ece5|cerqrott3),C6
LEVEL_RATE(ece5|cerqrott10),C6
LEVEL_RATE(ece5|cerqrott11),C6
LEVEL_RATE(ece5|cerqrott12),C6
LEVEL_RATE(ece5|cerqrott13),C6
LEVEL_RATE(ece5|cerqtit3),C6
LEVEL_RATE(ece6|ip),C6
LEVEL_RATE(ece6|gasc),C6
LEVEL_RATE(ece6|pinj),C6
LEVEL_RATE(ece6|pinj_33r),C6
LEVEL_RATE(ece6|tinj),C6
LEVEL_RATE(ece6|ece1),C6
LEVEL_RATE(ece6|ece13),C6
LEVEL_RATE(ece6|ece20),C6
LEVEL_RATE(ece6|cerqrott3),C6
LEVEL_RATE(ece6|cerqrott10),C6
LEVEL_RATE(ece6|cerqrott11),C6
LEVEL_RATE(ece6|cerqrott12),C6
LEVEL_RATE(ece6|cerqrott13),C6
LEVEL_RATE(ece6|cerqtit3),C6
LEVEL_RATE(ece7|ip),C6
LEVEL_RATE(ece7|gasc),C6
LEVEL_RATE(ece7|pinj),C6
