semantic_group_id,signal_i,signal_j,n_valid_cells,R_med,R_10,sign_consistency,stably_near_redundant
X_ECE,ece7,ece32,60,0.7812883302087158,0.39273557353031696,1.0,False
X_ECE,ece7,ece33,60,0.8220871527343249,0.40284179240793333,1.0,False
X_ECE,ece7,ece34,60,0.8204830252504701,0.3997278726648514,1.0,False
X_ECE,ece7,ece35,60,0.8661580234307354,0.32361527991261674,1.0,False
X_ECE,ece7,ece36,60,0.82696854597227,0.2677493983789081,1.0,False
X_ECE,ece7,ece37,60,0.8503192891187117,0.2769325138769698,0.95,False
X_ECE,ece7,ece38,60,0.8919337296235343,0.3460004873487339,0.95,False
X_ECE,ece7,ece39,60,0.8904142586350874,0.184966240263607,0.95,False
X_ECE,ece7,ece40,60,0.8909930933201813,0.09942556807172166,1.0,False
X_ECE,ece8,ece9,60,0.981724562351505,0.9290269252992877,1.0,False
X_ECE,ece8,ece10,60,0.9649861637503494,0.8736390491526785,1.0,False
X_ECE,ece8,ece11,60,0.9329166607388757,0.7975838939214945,1.0,False
X_ECE,ece8,ece12,60,0.8856990720386873,0.6624499548541923,1.0,False
X_ECE,ece8,ece13,60,0.8430636217872737,0.5925409841862623,1.0,False
X_ECE,ece8,ece14,60,0.8110078773786238,0.5391142528113083,1.0,False
X_ECE,ece8,ece15,60,0.7765801675850934,0.535894258415014,1.0,False
X_ECE,ece8,ece16,60,0.7612066675026464,0.5247702050841002,1.0,False
X_ECE,ece8,ece17,60,0.7708140425180119,0.5391130205485749,1.0,False
X_ECE,ece8,ece18,60,0.7614749346518301,0.5173055064149156,1.0,False
X_ECE,ece8,ece19,60,0.7873483647715822,0.506872225676854,1.0,False
X_ECE,ece8,ece20,60,0.8002036552130859,0.5112482368796539,1.0,False
X_ECE,ece8,ece21,60,0.7861461617284999,0.5224680420438522,1.0,False
X_ECE,ece8,ece22,60,0.7727815031140457,0.47479075353524514,1.0,False
X_ECE,ece8,ece23,60,0.7630440222169759,0.4554379332231963,1.0,False
X_ECE,ece8,ece24,60,0.8028317624233956,0.4633245703619734,1.0,False
X_ECE,ece8,ece25,60,0.7949371803100735,0.465343826265009,1.0,False
X_ECE,ece8,ece26,60,0.7872519263433921,0.507546036533316,1.0,False
X_ECE,ece8,ece27,60,0.79607925261025,0.5264819626319746,1.0,False
X_ECE,ece8,ece28,60,0.7547802228240239,0.5272810942605698,1.0,False
X_ECE,ece8,ece29,60,0.7904401999662247,0.5132258150169403,1.0,False
X_ECE,ece8,ece30,60,0.8040927620151312,0.47609567947553394,1.0,False
X_ECE,ece8,ece31,60,0.8000601053623664,0.4558293342500973,1.0,False
X_ECE,ece8,ece32,60,0.7938421762003289,0.42313919135016576,1.0,False
X_ECE,ece8,ece33,60,0.832585440092648,0.4440258330626554,1.0,False
X_ECE,ece8,ece34,60,0.8362795908595053,0.43902167431458905,1.0,False
X_ECE,ece8,ece35,60,0.8499299055415815,0.35645285102959295,1.0,False
X_ECE,ece8,ece36,60,0.7965958243888196,0.3356584119689481,0.9833333333333333,False
X_ECE,ece8,ece37,60,0.841631379460817,0.32082083679825435,0.95,False
X_ECE,ece8,ece38,60,0.8351605288026203,0.3786423476655185,0.95,False
X_ECE,ece8,ece39,60,0.8389875904729864,0.21285353403069926,0.95,False
X_ECE,ece8,ece40,60,0.8438242117210641,0.14005840109405449,1.0,False
X_ECE,ece9,ece10,60,0.9828059059291471,0.9052448089889673,1.0,False
X_ECE,ece9,ece11,60,0.9571438505600525,0.8397041269883903,1.0,False
X_ECE,ece9,ece12,60,0.918960501607508,0.716408733183779,1.0,False
X_ECE,ece9,ece13,60,0.8768719290564415,0.6093792776724629,1.0,False
X_ECE,ece9,ece14,60,0.8342999009284935,0.57566401487748,1.0,False
X_ECE,ece9,ece15,60,0.806334411915672,0.5407854149063472,1.0,False
X_ECE,ece9,ece16,60,0.7932397637775388,0.4918326186635864,1.0,False
X_ECE,ece9,ece17,60,0.8028748790557292,0.5240581873583409,1.0,False
