target,shot_id,rrv,n_grid_samples,grid_dt_ms
ece16,165042,0.08996274703355563,214,20.0
ece16,165861,0.07792057723885726,215,20.0
ece16,170396,0.05515342492334852,230,20.0
ece16,187017,0.6903580209569204,250,20.0
ece16,187020,0.2169450376498834,257,20.0
ece16,187024,0.14041472605584382,257,20.0
ece16,189647,0.24348166588113104,218,20.0
ece16,189651,0.3120776283845751,218,20.0
ece16,195264,0.1524468830036303,264,20.0
ece16,195267,0.2339346412537761,268,20.0
ece16,195273,0.29016652666688,268,20.0
ece16,195638,0.14421838242582322,238,20.0
ece16,195647,0.05440298990568256,238,20.0
ece16,195650,0.14754563512721167,238,20.0
ece16,195655,0.13390422604197622,239,20.0
ece17,160715,0.13255410096196085,215,20.0
ece17,160720,0.5472225519927234,215,20.0
ece17,161138,0.5353093825341948,188,20.0
ece17,165022,0.27794423290064674,214,20.0
ece17,165028,0.30591102526441494,215,20.0
ece17,165042,0.09017123071478315,214,20.0
ece17,165861,0.07445262283293413,215,20.0
ece17,170396,0.05133051850631203,230,20.0
ece17,187017,0.7112592839253744,250,20.0
ece17,187020,0.2172826334670319,257,20.0
ece17,187024,0.14038940969896607,257,20.0
ece17,189647,0.2328513559961525,218,20.0
ece17,189651,0.32413817165375614,218,20.0
ece17,195264,0.15884221672646565,264,20.0
ece17,195267,0.2329569650127073,268,20.0
ece17,195273,0.30283029028684183,268,20.0
ece17,195638,0.13180222623313617,238,20.0
ece17,195647,0.05328251843856129,238,20.0
ece17,195650,0.15224822493280116,238,20.0
ece17,195655,0.11143835190755488,239,20.0
ece18,160715,0.13798847007379872,215,20.0
ece18,160720,0.5255949772985591,215,20.0
ece18,161138,0.29513042439030346,188,20.0
ece18,165022,0.2649643199247961,214,20.0
ece18,165028,0.2706361595102104,215,20.0
ece18,165042,0.08583777742534474,214,20.0
ece18,165861,0.07646052030355864,215,20.0
ece18,170396,0.04991866985235977,230,20.0
ece18,187017,0.6088571491952364,250,20.0
ece18,187020,0.20277022907545136,257,20.0
ece18,187024,0.1280771438774985,257,20.0
ece18,189647,0.24463298822526253,218,20.0
ece18,189651,0.3316037405844614,218,20.0
ece18,195264,0.15953777848636752,264,20.0
ece18,195267,0.2280667767272765,268,20.0
ece18,195273,0.2963691538608517,268,20.0
ece18,195638,0.162744135496989,238,20.0
ece18,195647,0.05641032802831277,238,20.0
ece18,195650,0.13834473581801593,238,20.0
ece18,195655,0.27820425298467444,239,20.0
ece19,160715,0.1322243588726975,215,20.0
ece19,160720,0.5044824605210311,215,20.0
ece19,161138,0.2138942248020678,188,20.0
ece19,165022,0.09921971916215776,214,20.0
ece19,165028,0.2098967680013302,215,20.0
ece19,165042,0.0827100713855518,214,20.0
ece19,165861,0.07612326739283544,215,20.0
ece19,170396,0.07094787192863637,230,20.0
ece19,187017,0.5714726270210966,250,20.0
ece19,187020,0.1795943862385409,257,20.0
ece19,187024,0.11174639111630225,257,20.0
ece19,189647,0.2594057925435868,218,20.0
ece19,189651,0.3483887298359191,218,20.0
ece19,195264,0.15451868930851795,264,20.0
ece19,195267,0.22389325651588818,268,20.0
ece19,195273,0.2933975700226027,268,20.0
ece19,195638,0.19485380242519112,238,20.0
ece19,195647,0.06559062304768301,238,20.0
ece19,195650,0.12911332963047473,238,20.0
ece19,195655,0.6122764945922468,239,20.0
ece20,160715,0.12731419658334506,215,20.0
ece20,160720,0.4743965333094471,215,20.0
ece20,161138,0.1469529353428931,188,20.0
ece20,165022,0.05410534005460979,214,20.0
ece20,165028,0.16572638038191648,215,20.0
ece20,165042,0.08268919166005423,214,20.0
ece20,165861,0.07590802732605238,215,20.0
ece20,170396,0.0749861544772742,230,20.0
ece20,187017,0.556472512489046,250,20.0
ece20,187020,0.16645213474276543,257,20.0
ece20,187024,0.10195005604813823,257,20.0
ece20,189647,0.25373986261089093,218,20.0
ece20,189651,0.36816810562616964,218,20.0
ece20,195264,0.14779598908835365,264,20.0
ece20,195267,0.22399885684009577,268,20.0
ece20,195273,0.297867947516466,268,20.0
ece20,195638,0.20577318805264008,238,20.0
ece20,195647,0.07218046544257238,238,20.0
ece20,195650,0.11471467165902664,238,20.0
ece20,195655,0.4905487046162452,239,20.0
ece21,160715,0.11683598897405455,215,20.0
ece21,160720,0.4667232275043382,215,20.0
ece21,161138,0.12369240322031207,188,20.0
ece21,165022,0.046701919327920394,214,20.0
ece21,165028,0.1398433739296644,215,20.0
ece21,165042,0.08331061562835375,214,20.0
ece21,165861,0.07680131097953347,215,20.0
ece21,170396,0.1070624136672241,230,20.0
ece21,187017,0.5434355235993846,250,20.0
ece21,187020,0.1667066147627889,257,20.0
ece21,187024,0.08416374421720589,257,20.0
ece21,189647,0.23410898981822076,218,20.0
ece21,189651,0.3587705934815694,218,20.0
ece21,195264,0.13798435610653875,264,20.0
ece21,195267,0.2267343981607227,268,20.0
ece21,195273,0.30712866206702816,268,20.0
ece21,195638,0.18910695544191805,238,20.0
ece21,195647,0.07184593699692247,238,20.0
ece21,195650,0.10028349471377593,238,20.0
ece21,195655,0.21310921092325055,239,20.0
ece22,160715,0.11172619391939513,215,20.0
