regime,representation_id,learner,trajectory_id,rmse,nrmse,n,representation_label,noise_level,cohort,canonical_or_augmentation,evidence_level,support_scope,native_coverage
clean,C*_compact,STLSQ,conf_018,3.3900542288892696e-05,3.667963039323328e-06,2285,q_comp -> compact (12),0.0,confirmation_24,canonical,protected_confirmation,native,0.9412224073302792
clean,C*_compact,STLSQ,conf_019,3.311536558911064e-05,3.5507583894370386e-06,2249,q_comp -> compact (12),0.0,confirmation_24,canonical,protected_confirmation,native,0.9412224073302792
clean,C*_compact,STLSQ,conf_020,3.3986603543302646e-05,3.922728264686296e-06,2286,q_comp -> compact (12),0.0,confirmation_24,canonical,protected_confirmation,native,0.9412224073302792
clean,C*_compact,STLSQ,conf_021,3.0357506675960595e-05,3.5640999781252444e-06,2290,q_comp -> compact (12),0.0,confirmation_24,canonical,protected_confirmation,native,0.9412224073302792
clean,C*_compact,STLSQ,conf_022,2.983170328451989e-05,3.447473485271127e-06,2303,q_comp -> compact (12),0.0,confirmation_24,canonical,protected_confirmation,native,0.9412224073302792
clean,C*_compact,STLSQ,conf_023,3.507343440905525e-05,3.786864305228573e-06,2246,q_comp -> compact (12),0.0,confirmation_24,canonical,protected_confirmation,native,0.9412224073302792
clean,C*_robust,STLSQ,conf_000,1.5285204928035807e-05,1.7331590096370169e-06,2067,q_rob -> C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C*_robust,STLSQ,conf_001,1.1423147677802105e-05,1.2353452426658992e-06,2123,q_rob -> C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C*_robust,STLSQ,conf_002,9.467291277263218e-06,1.2451320539038717e-06,2139,q_rob -> C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C*_robust,STLSQ,conf_003,1.293621779974234e-05,1.615112345500306e-06,2072,q_rob -> C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C*_robust,STLSQ,conf_004,1.2349759953694517e-05,1.3730388452068086e-06,2092,q_rob -> C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C*_robust,STLSQ,conf_005,1.2139536824990871e-05,1.397144581727135e-06,2027,q_rob -> C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C*_robust,STLSQ,conf_006,1.3171964014666498e-05,1.4241822724679242e-06,2090,q_rob -> C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C*_robust,STLSQ,conf_007,1.706087999847389e-05,2.131674967169532e-06,2047,q_rob -> C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
