realization_index,shot,lambda_relative,lambda,coefficient_norm,edf,relative_coefficient_change,max_abs_coefficient_change,relative_prediction_change,prediction_correlation,rmse,rmse_canonical,absolute_rmse_change,relative_rmse_change,r2,r2_change,n_sign_changes,reconstruction_label,sensitivity_class
5,160720,0.0001,0.36246320549618133,2.208405765286927,6.843439077043182,0.10235106423298293,0.1906886207422276,0.013118084859967467,0.9999155623153023,0.11206655728061031,0.111305709890249,0.0007608473903613078,0.006835654622853768,0.9874410867392717,-0.00016995220655602328,0,STABLE_RECONSTRUCTION,LARGE_COEFFICIENT_MOVEMENT_STABLE_RECONSTRUCTION
5,160720,0.001,3.624632054961813,1.4630943836252412,6.115300955156591,0.49949474336374017,0.9303182751855534,0.06453558059395181,0.99794695920337,0.12846090518835085,0.111305709890249,0.017155195298101847,0.15412682166096658,0.9834977958381895,-0.004113243107638165,0,MODERATE_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
5,160720,0.01,36.24632054961813,1.0090966191072979,4.855690196219678,0.820280595484188,1.5221021927665526,0.12880633650348827,0.9924444367078289,0.16963044310724396,0.111305709890249,0.05832473321699495,0.5240048625942414,0.97122551277124,-0.01638552617458766,2,MATERIAL_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
5,160720,0.1,362.46320549618133,0.5655108187076667,3.1577142082592924,0.918057041063338,1.6093486706905145,0.33286555847456284,0.9540701214673426,0.3490211320679337,0.111305709890249,0.2377154221776847,2.135698360956303,0.8781842493700179,-0.10942678957580976,1,MATERIAL_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
5,160720,1.0,3624.632054961813,0.2339398257132402,1.165331600816604,0.9759203931364702,1.5540340853631276,0.6423718321180971,0.8970357970985107,0.6480110580879106,0.111305709890249,0.5367053481976616,4.821903105661565,0.5800816685957866,-0.4075293703500411,2,MATERIAL_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
6,160721,0.0,0.0,2.06147995673679,7.0,2.5071722837549977e-15,3.774758283725532e-15,1.72148522475424e-15,0.9999999999999997,0.05693322154292768,0.05693322154292767,1.3877787807814457e-17,2.437555337941022e-16,0.9967586082847439,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
6,160721,1e-06,0.0037485093058916286,2.05931045051686,6.997991404712634,0.001284339751939002,0.002024338087998734,0.00012960438037027633,0.9999999917285292,0.05693336858209675,0.05693322154292767,1.4703916908359593e-07,2.5826602658120404e-06,0.9967585915418952,-1.6742848774065067e-08,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
6,160721,1e-05,0.03748509305891629,2.0401357958615853,6.980151160779835,0.012662198405800169,0.019961698321609544,0.0012780259739865348,0.9999991955785464,0.056947517692326526,0.05693322154292767,1.4296149398858315e-05,0.0002511038197281488,0.9967569802286822,-1.6280560617421003e-06,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
6,160721,0.0001,0.37485093058916286,1.8780978224480196,6.822109086917484,0.11097334441754797,0.17527521862898587,0.011225178369299236,0.9999378779995229,0.05802575216502391,0.05693322154292767,0.0010925306220962439,0.019189685608646898,0.9966330120856832,-0.00012559619906071795,0,STABLE_RECONSTRUCTION,LARGE_COEFFICIENT_MOVEMENT_STABLE_RECONSTRUCTION
6,160721,0.001,3.748509305891629,1.3320475345567373,6.066129467031708,0.4976760790351764,0.7959759409308375,0.05172347953565308,0.9986841006431318,0.07686376451777252,0.05693322154292767,0.019930542974844853,0.3500687724093896,0.9940919617041564,-0.0026666465805875728,1,MODERATE_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
