shot_id,era,block,denominator,used_by,finite,rms,no_sign_change,eta,eta_threshold,admissible,failure_reasons
186997,earlier,C,prmtan_neped,"RATIO(ece21,prmtan_neped)|RATIO(fs03da,prmtan_neped)|RECIP(prmtan_neped)",True,3.475892656861521e+19,True,0.20475253791748968,0.05,True,
187018,earlier,A,cerqtit10,RECIP(cerqtit10),True,1264.0457417926252,True,0.32898328340587096,0.05,True,
187018,earlier,A,ece22,"RATIO(ip,ece22)",True,3070.4864391071933,True,0.5526014849752201,0.05,True,
187018,earlier,A,prmtan_neped,"RATIO(ece21,prmtan_neped)|RATIO(fs03da,prmtan_neped)|RECIP(prmtan_neped)",True,3.321782355063933e+19,True,0.24286018896714043,0.05,True,
187018,earlier,B,cerqtit10,RECIP(cerqtit10),True,1202.4858092645836,True,0.34582521914705433,0.05,True,
187018,earlier,B,ece22,"RATIO(ip,ece22)",True,2719.568029071882,True,0.23985324391452117,0.05,True,
187018,earlier,B,prmtan_neped,"RATIO(ece21,prmtan_neped)|RATIO(fs03da,prmtan_neped)|RECIP(prmtan_neped)",True,3.684787328711647e+19,True,0.21893493938511915,0.05,True,
187018,earlier,C,cerqtit10,RECIP(cerqtit10),True,1110.0263295357365,True,0.37463067987231885,0.05,True,
187018,earlier,C,ece22,"RATIO(ip,ece22)",True,2368.5400295601203,True,0.16894376963010113,0.05,True,
187018,earlier,C,prmtan_neped,"RATIO(ece21,prmtan_neped)|RATIO(fs03da,prmtan_neped)|RECIP(prmtan_neped)",True,4.122905407930221e+19,True,0.19566994889255365,0.05,True,
187019,earlier,A,cerqtit10,RECIP(cerqtit10),True,1615.1386332628308,True,0.25632474604588934,0.05,True,
187019,earlier,A,ece22,"RATIO(ip,ece22)",True,3250.9004880893335,True,0.5485284154380403,0.05,True,
