shot_id,era,comparator,NRMSE_REL,NRMSE_comparator,d_s,class
195642,later,B1A,0.0801776221388742,0.3453862459751186,-0.2652086238362444,WIN
195645,later,B1A,0.1211655672429321,0.3538352596062377,-0.2326696923633056,WIN
195648,later,B1A,0.0504973280382959,0.4077308305438281,-0.3572335025055322,WIN
195649,later,B1A,0.1013440042194344,0.352307755401501,-0.2509637511820666,WIN
195651,later,B1A,0.1693317910890801,0.3611633872228153,-0.1918315961337352,WIN
195652,later,B1A,0.1391419137467811,0.3231619510637663,-0.18402003731698519,WIN
195659,later,B1A,0.1308391260664134,0.3329747440257298,-0.2021356179593164,WIN
155537,earlier,B2,0.0881634176028925,0.0831883959181079,0.0049750216847846,TIE
159310,earlier,B2,0.1024085998029482,0.0839959348117087,0.018412664991239502,LOSS
160717,earlier,B2,0.3667649468845722,0.4965363996384901,-0.12977145275391794,WIN
160719,earlier,B2,0.1743859588532056,0.1945533117765101,-0.020167352923304516,WIN
160721,earlier,B2,0.1477670102128884,0.2080172413826022,-0.060250231169713786,WIN
161136,earlier,B2,0.3507506315519817,0.3156553616512298,0.0350952699007519,LOSS
161145,earlier,B2,0.1348071042439103,0.0871710442787119,0.04763605996519839,LOSS
161414,earlier,B2,0.1316860054311389,0.1685029894296605,-0.036816983998521596,WIN
165017,earlier,B2,0.2002137627391678,0.2002387925049217,-2.5029765753886712e-05,TIE
165026,earlier,B2,0.1649247648569792,0.2031919849589269,-0.03826722010194769,WIN
165027,earlier,B2,0.1190299581843449,0.1841175659455933,-0.0650876077612484,WIN
165029,earlier,B2,0.1546676472311377,0.1693874470854998,-0.014719799854362087,WIN
165031,earlier,B2,0.3144382275033943,0.1840961242766317,0.1303421032267626,LOSS
165043,earlier,B2,0.1597994106811542,0.3958084694376467,-0.2360090587564925,WIN
165860,earlier,B2,0.1011016505227557,0.1224623632632708,-0.021360712740515098,WIN
165955,earlier,B2,0.1935103166218603,0.1422975450952511,0.05121277152660919,LOSS
165965,earlier,B2,0.1897777329274167,0.0881461659635806,0.1016315669638361,LOSS
170394,earlier,B2,0.2196926846708603,0.1770224190946304,0.04267026557622991,LOSS
