candidate,shot,cohort,target_source_dt_ms,coarsest_predictor_source_dt_ms,binding_signal,required_analysis_dt_ms,n_grid_samples,validation_feasible
bt,165027,external,0.4999999999999999,5.876840696117805,cerqrott3,5.876840696117805,732,True
bt,165029,external,0.4999999999999999,6.145251396648045,cerqrott3,6.145251396648045,668,True
bt,165031,external,0.4999999999999999,6.153846153846154,cerqrott3,6.153846153846154,667,True
bt,165043,external,0.4999999999999999,5.882352941176471,cerqrott3,5.882352941176471,732,True
bt,165860,external,0.4999999999999999,5.882352941176471,cerqrott3,5.882352941176471,732,True
bt,165955,external,0.4999999999999999,5.858854860186418,cerqrott3,5.858854860186418,734,True
bt,165965,external,0.49989795918367347,7.032786885245901,cerqrott13,7.032786885245901,610,True
bt,170394,external,0.4999003984063745,13.887240356083087,prmtan_teped,13.887240356083087,331,True
bt,170411,external,0.4999003984063745,14.186746987951807,prmtan_teped,14.186746987951807,325,True
bt,186997,external,0.4999582951038452,8.683001531393568,prmtan_teped,8.683001531393568,618,True
bt,187018,external,0.4999583645599134,9.980039920159681,cerqrott3,9.980039920159681,500,True
bt,187019,external,0.49995605940768084,8.248847926267281,prmtan_teped,8.248847926267281,568,True
bt,187021,external,0.4999583645599134,10.0,cerqrott3,10.0,499,True
bt,187022,external,0.49995605940768084,8.211009174311927,prmtan_teped,8.211009174311927,570,True
bt,189646,external,0.04999065870854187,7.402376910016978,cerqrott8,7.402376910016978,589,True
bt,189649,external,0.04999065870854187,7.230514096185738,cerqrott8,7.230514096185738,604,True
bt,189650,external,0.04999459188389267,7.389830508474576,cerqrott8,7.389830508474576,591,True
bt,189652,external,0.04999183665139441,6.413043478260869,cerqrott8,6.413043478260869,644,True
bt,195261,external,0.04999584368947373,6.682408500590319,prmtan_teped,6.682408500590319,790,True
bt,195265,external,0.04999584368947373,6.900726392251816,prmtan_teped,6.900726392251816,766,True
bt,195266,external,0.04999584368947373,6.835138387484958,prmtan_teped,6.835138387484958,773,True
bt,195268,external,0.04999259862334395,6.869047619047619,prmtan_teped,6.869047619047619,779,True
bt,195269,external,0.04999584368947373,6.761904761904762,prmtan_teped,6.761904761904762,781,True
bt,195274,external,0.04999584368947373,7.033112582781457,cerqrott8,7.033112582781457,751,True
bt,195626,external,0.04999135569932392,6.666666666666667,prmtan_teped,6.666666666666667,760,True
bt,195642,external,0.049994709045608016,6.829608938547486,prmtan_teped,6.829608938547486,700,True
bt,195645,external,0.04999181724539599,6.815642458100559,prmtan_teped,6.815642458100559,699,True
bt,195648,external,0.049995672619219333,7.117384843982169,cerqrott3,7.117384843982169,672,True
bt,195649,external,0.049999037924996624,6.7262723521320495,prmtan_teped,6.7262723521320495,711,True
bt,195651,external,0.04999328176286542,6.648575305291724,prmtan_teped,6.648575305291724,721,True
bt,195652,external,0.04999999999999999,6.75,prmtan_teped,6.75,709,True
bt,195659,external,0.049988703789581326,9.974424552429667,prmtan_teped,9.974424552429667,380,True
ip,160715,development,0.49989795918367347,5.884665792922673,cerqrott3,5.884665792922673,729,True
ip,160720,development,0.49989795918367347,5.884665792922673,cerqrott3,5.884665792922673,730,True
ip,161138,development,0.4998998998998999,9.973614775725594,cerqrott8,9.973614775725594,380,True
ip,165022,development,0.49994892225967924,5.876840696117805,cerqrott3,5.876840696117805,730,True
ip,165028,development,0.4998980632008155,5.898123324396783,cerqrott3,5.898123324396783,730,True
ip,165042,development,0.49994892225967924,5.8533333333333335,cerqrott3,5.8533333333333335,733,True
ip,165861,development,0.4998980632008155,5.890227576974565,cerqrott3,5.890227576974565,731,True
ip,170396,development,0.4999501942424544,14.144144144144144,prmtan_teped,14.144144144144144,326,True
ip,187017,development,0.49995839920126467,8.328445747800586,prmtan_teped,8.328445747800586,600,True
ip,187020,development,0.4999593727147152,8.290598290598291,prmtan_teped,8.290598290598291,619,True
ip,187024,development,0.4999186859651976,7.96169630642955,prmtan_teped,7.96169630642955,645,True
ip,189647,development,0.04999065870854187,7.452991452991453,cerqrott8,7.452991452991453,585,True
ip,189651,development,0.04999459188389267,7.194719471947194,cerqrott8,7.194719471947194,607,True
ip,195264,development,0.04999584368947373,6.818181818181818,prmtan_teped,6.818181818181818,775,True
ip,195267,development,0.04999630538838578,6.869047619047619,prmtan_teped,6.869047619047619,780,True
ip,195273,development,0.0499942575410791,6.856465005931198,prmtan_teped,6.856465005931198,782,True
ip,195638,development,0.04999228216408119,6.768377253814147,prmtan_teped,6.768377253814147,704,True
ip,195647,development,0.049993267547656144,7.149253731343284,cerqrott3,7.149253731343284,669,True
ip,195650,development,0.049994223659889085,6.648426812585499,prmtan_teped,6.648426812585499,717,True
ip,195655,development,0.04999904087778864,7.100591715976331,cerqrott3,7.100591715976331,674,True
ip,155537,external,0.49989775051124746,5.881578947368421,cerqrott3,5.881578947368421,728,True
ip,159310,external,0.499901768172888,6.488095238095238,cerqrott3,6.488095238095238,673,True
ip,160717,external,0.49989795918367347,5.884665792922673,cerqrott3,5.884665792922673,728,True
ip,160719,external,0.4998984771573604,5.908496732026144,cerqrott3,5.908496732026144,729,True
ip,160721,external,0.49989795918367347,5.884665792922673,cerqrott3,5.884665792922673,729,True
ip,161136,external,0.4998998998998999,9.973614775725594,cerqrott8,9.973614775725594,380,True
ip,161145,external,0.4998998998998999,9.973614775725594,cerqrott8,9.973614775725594,380,True
ip,161414,external,0.4999145299145299,6.153846153846154,cerqrott3,6.153846153846154,833,True
ip,165017,external,0.4998980632008155,5.9523809523809526,cerqrott3,5.9523809523809526,723,True
ip,165026,external,0.4998980632008155,6.002728512960436,cerqrott3,6.002728512960436,717,True
ip,165027,external,0.4998980632008155,5.876840696117805,cerqrott3,5.876840696117805,732,True
ip,165029,external,0.4998980632008155,6.145251396648045,cerqrott3,6.145251396648045,668,True
ip,165031,external,0.4998980632008155,6.153846153846154,cerqrott3,6.153846153846154,667,True
ip,165043,external,0.4998980632008155,5.882352941176471,cerqrott3,5.882352941176471,732,True
ip,165860,external,0.4998980632008155,5.882352941176471,cerqrott3,5.882352941176471,732,True
ip,165955,external,0.4998980632008155,5.858854860186418,cerqrott3,5.858854860186418,734,True
ip,165965,external,0.49989795918367347,7.032786885245901,cerqrott13,7.032786885245901,610,True
ip,170394,external,0.4999501942424544,13.887240356083087,prmtan_teped,13.887240356083087,331,True
ip,170411,external,0.4999501942424544,14.186746987951807,prmtan_teped,14.186746987951807,325,True
ip,186997,external,0.4999582951038452,8.683001531393568,prmtan_teped,8.683001531393568,618,True
ip,187018,external,0.4999583645599134,9.980039920159681,cerqrott3,9.980039920159681,500,True
ip,187019,external,0.49995605940768084,8.248847926267281,prmtan_teped,8.248847926267281,568,True
ip,187021,external,0.4999583645599134,10.0,cerqrott3,10.0,499,True
ip,187022,external,0.49995605940768084,8.211009174311927,prmtan_teped,8.211009174311927,570,True
