realization_index,shot,tolerance,feature,coefficient,canonical_coefficient,delta
8,161138,1e-12,d[kappa]/d[betan],-1.7453422273332855,-1.7453422273332848,-6.661338147750939e-16
8,161138,1e-12,d[betan]/d[t],-0.4439889549018394,-0.44398895490183665,-2.7755575615628914e-15
8,161138,1e-12,d[li]/d[betan],-0.008176572138733303,-0.008176572138731575,-1.7277845820728999e-15
8,161138,1e-10,d[pcdiamag3]/d[kappa],0.18066753969710025,0.18066753969709892,1.3322676295501878e-15
8,161138,1e-10,d[kappa]/d[t],1.3726306220880968,1.3726306220880955,1.3322676295501878e-15
8,161138,1e-10,r[q95]/r[kappa],0.007953335802862593,0.007953335802862949,-3.5561831257524545e-16
8,161138,1e-10,d[pcdiamag3]/d[betan],1.4457593407725995,1.4457593407726024,-2.886579864025407e-15
8,161138,1e-10,d[kappa]/d[betan],-1.7453422273332855,-1.7453422273332848,-6.661338147750939e-16
8,161138,1e-10,d[betan]/d[t],-0.4439889549018394,-0.44398895490183665,-2.7755575615628914e-15
8,161138,1e-10,d[li]/d[betan],-0.008176572138733303,-0.008176572138731575,-1.7277845820728999e-15
8,161138,1e-08,d[pcdiamag3]/d[kappa],0.18066753969710025,0.18066753969709892,1.3322676295501878e-15
8,161138,1e-08,d[kappa]/d[t],1.3726306220880968,1.3726306220880955,1.3322676295501878e-15
8,161138,1e-08,r[q95]/r[kappa],0.007953335802862593,0.007953335802862949,-3.5561831257524545e-16
8,161138,1e-08,d[pcdiamag3]/d[betan],1.4457593407725995,1.4457593407726024,-2.886579864025407e-15
8,161138,1e-08,d[kappa]/d[betan],-1.7453422273332855,-1.7453422273332848,-6.661338147750939e-16
8,161138,1e-08,d[betan]/d[t],-0.4439889549018394,-0.44398895490183665,-2.7755575615628914e-15
8,161138,1e-08,d[li]/d[betan],-0.008176572138733303,-0.008176572138731575,-1.7277845820728999e-15
8,161138,1e-06,d[pcdiamag3]/d[kappa],0.18066753969710025,0.18066753969709892,1.3322676295501878e-15
8,161138,1e-06,d[kappa]/d[t],1.3726306220880968,1.3726306220880955,1.3322676295501878e-15
8,161138,1e-06,r[q95]/r[kappa],0.007953335802862593,0.007953335802862949,-3.5561831257524545e-16
8,161138,1e-06,d[pcdiamag3]/d[betan],1.4457593407725995,1.4457593407726024,-2.886579864025407e-15
8,161138,1e-06,d[kappa]/d[betan],-1.7453422273332855,-1.7453422273332848,-6.661338147750939e-16
8,161138,1e-06,d[betan]/d[t],-0.4439889549018394,-0.44398895490183665,-2.7755575615628914e-15
8,161138,1e-06,d[li]/d[betan],-0.008176572138733303,-0.008176572138731575,-1.7277845820728999e-15
9,161145,1e-12,d[pcdiamag3]/d[kappa],0.1836892746804939,0.1836892746804905,3.3861802251067274e-15
9,161145,1e-12,d[kappa]/d[t],1.5945603348940955,1.5945603348940927,2.886579864025407e-15
9,161145,1e-12,r[q95]/r[kappa],0.010865793230825684,0.010865793230826846,-1.1622647289044608e-15
9,161145,1e-12,d[pcdiamag3]/d[betan],1.424050080383356,1.4240500803833593,-3.3306690738754696e-15
9,161145,1e-12,d[kappa]/d[betan],-2.0654662459354087,-2.0654662459354074,-1.3322676295501878e-15
