canonical_run_id,realization_index,shot,feature,feature_order,loading,absolute_loading,normalized_sigma_7,condition_number
D3D-SIR-62-ALIGNED-V1,9,161145,d[kappa]/d[t],source_matrix_order,-0.40206376809361144,0.40206376809361144,0.01638461879239828,61.03285115574094
D3D-SIR-62-ALIGNED-V1,9,161145,r[q95]/r[kappa],source_matrix_order,-0.0002069545799247667,0.0002069545799247667,0.01638461879239828,61.03285115574094
D3D-SIR-62-ALIGNED-V1,9,161145,d[pcdiamag3]/d[betan],source_matrix_order,-0.3173398491769052,0.3173398491769052,0.01638461879239828,61.03285115574094
D3D-SIR-62-ALIGNED-V1,9,161145,d[kappa]/d[betan],source_matrix_order,0.7628700571541707,0.7628700571541707,0.01638461879239828,61.03285115574094
D3D-SIR-62-ALIGNED-V1,9,161145,d[betan]/d[t],source_matrix_order,0.31748081020726704,0.31748081020726704,0.01638461879239828,61.03285115574094
D3D-SIR-62-ALIGNED-V1,9,161145,d[li]/d[betan],source_matrix_order,-0.02100985559706632,0.02100985559706632,0.01638461879239828,61.03285115574094
D3D-SIR-62-ALIGNED-V1,10,161414,d[pcdiamag3]/d[kappa],source_matrix_order,-0.3872050153864316,0.3872050153864316,0.02168023305525542,46.124965421328525
D3D-SIR-62-ALIGNED-V1,10,161414,d[kappa]/d[t],source_matrix_order,-0.5486004889097071,0.5486004889097071,0.02168023305525542,46.124965421328525
D3D-SIR-62-ALIGNED-V1,10,161414,r[q95]/r[kappa],source_matrix_order,0.027222855376016403,0.027222855376016403,0.02168023305525542,46.124965421328525
D3D-SIR-62-ALIGNED-V1,10,161414,d[pcdiamag3]/d[betan],source_matrix_order,0.1726829222219824,0.1726829222219824,0.02168023305525542,46.124965421328525
D3D-SIR-62-ALIGNED-V1,10,161414,d[kappa]/d[betan],source_matrix_order,0.4351496874680315,0.4351496874680315,0.02168023305525542,46.124965421328525
D3D-SIR-62-ALIGNED-V1,10,161414,d[betan]/d[t],source_matrix_order,0.5735535422345975,0.5735535422345975,0.02168023305525542,46.124965421328525
D3D-SIR-62-ALIGNED-V1,10,161414,d[li]/d[betan],source_matrix_order,-0.01517853195459265,0.01517853195459265,0.02168023305525542,46.124965421328525
D3D-SIR-62-ALIGNED-V1,11,165017,d[pcdiamag3]/d[kappa],source_matrix_order,-0.001100992045163927,0.001100992045163927,0.031733189724911605,31.512747652183442
D3D-SIR-62-ALIGNED-V1,11,165017,d[kappa]/d[t],source_matrix_order,-0.5072982215974541,0.5072982215974541,0.031733189724911605,31.512747652183442
D3D-SIR-62-ALIGNED-V1,11,165017,r[q95]/r[kappa],source_matrix_order,0.010845829178585564,0.010845829178585564,0.031733189724911605,31.512747652183442
D3D-SIR-62-ALIGNED-V1,11,165017,d[pcdiamag3]/d[betan],source_matrix_order,-0.005659083918630278,0.005659083918630278,0.031733189724911605,31.512747652183442
D3D-SIR-62-ALIGNED-V1,11,165017,d[kappa]/d[betan],source_matrix_order,0.7114631465079212,0.7114631465079212,0.031733189724911605,31.512747652183442
D3D-SIR-62-ALIGNED-V1,11,165017,d[betan]/d[t],source_matrix_order,0.48509996290879,0.48509996290879,0.031733189724911605,31.512747652183442
D3D-SIR-62-ALIGNED-V1,11,165017,d[li]/d[betan],source_matrix_order,-0.03155728261664227,0.03155728261664227,0.031733189724911605,31.512747652183442
D3D-SIR-62-ALIGNED-V1,12,165022,d[pcdiamag3]/d[kappa],source_matrix_order,0.6337468723998633,0.6337468723998633,0.04633483646148314,21.58203365692835
D3D-SIR-62-ALIGNED-V1,12,165022,d[kappa]/d[t],source_matrix_order,0.4288564712508891,0.4288564712508891,0.04633483646148314,21.58203365692835
D3D-SIR-62-ALIGNED-V1,12,165022,r[q95]/r[kappa],source_matrix_order,-0.05449393369393628,0.05449393369393628,0.04633483646148314,21.58203365692835
D3D-SIR-62-ALIGNED-V1,12,165022,d[pcdiamag3]/d[betan],source_matrix_order,-0.3576437362668836,0.3576437362668836,0.04633483646148314,21.58203365692835
D3D-SIR-62-ALIGNED-V1,12,165022,d[kappa]/d[betan],source_matrix_order,-0.06095720737042315,0.06095720737042315,0.04633483646148314,21.58203365692835
D3D-SIR-62-ALIGNED-V1,12,165022,d[betan]/d[t],source_matrix_order,-0.5279381405920901,0.5279381405920901,0.04633483646148314,21.58203365692835
D3D-SIR-62-ALIGNED-V1,12,165022,d[li]/d[betan],source_matrix_order,0.03367397313975945,0.03367397313975945,0.04633483646148314,21.58203365692835
D3D-SIR-62-ALIGNED-V1,13,165026,d[pcdiamag3]/d[kappa],source_matrix_order,-0.4357604089920849,0.4357604089920849,0.04065556255758102,24.5968801583716
D3D-SIR-62-ALIGNED-V1,13,165026,d[kappa]/d[t],source_matrix_order,-0.5150624517832811,0.5150624517832811,0.04065556255758102,24.5968801583716
D3D-SIR-62-ALIGNED-V1,13,165026,r[q95]/r[kappa],source_matrix_order,0.02856406473893755,0.02856406473893755,0.04065556255758102,24.5968801583716
D3D-SIR-62-ALIGNED-V1,13,165026,d[pcdiamag3]/d[betan],source_matrix_order,0.21800982064733787,0.21800982064733787,0.04065556255758102,24.5968801583716
